EstimateID,Status,CreatedAt,ApprovedAt,Total
EST_AGEN_0001,approved,2026-01-03T00:00:00Z,2026-01-20T00:00:00Z,5527.20
EST_AGEN_0002,approved,2025-12-20T00:00:00Z,2026-01-13T00:00:00Z,3276.52
EST_AGEN_0003,approved,2025-11-07T00:00:00Z,2025-11-17T00:00:00Z,5210.79
EST_AGEN_0004,sent,2025-11-16T00:00:00Z,,2674.09
EST_AGEN_0005,approved,2025-12-30T00:00:00Z,2026-01-15T00:00:00Z,6669.85
EST_AGEN_0006,approved,2025-12-17T00:00:00Z,2026-01-04T00:00:00Z,2490.55
EST_AGEN_0007,approved,2025-11-08T00:00:00Z,2025-12-02T00:00:00Z,4440.04
EST_AGEN_0008,approved,2026-01-18T00:00:00Z,2026-01-28T00:00:00Z,3185.84
EST_AGEN_0009,rejected,2025-12-11T00:00:00Z,,5400.51
EST_AGEN_0010,rejected,2025-12-05T00:00:00Z,,5339.55
EST_AGEN_0011,rejected,2025-11-20T00:00:00Z,,3105.37
EST_AGEN_0012,rejected,2025-12-13T00:00:00Z,,3448.81
EST_AGEN_0013,approved,2026-01-21T00:00:00Z,2026-02-01T00:00:00Z,3203.78
EST_AGEN_0014,approved,2025-11-14T00:00:00Z,2025-11-25T00:00:00Z,4067.51
EST_AGEN_0015,sent,2025-11-05T00:00:00Z,,6657.97
EST_AGEN_0016,approved,2026-01-09T00:00:00Z,2026-01-15T00:00:00Z,2200.72
EST_AGEN_0017,sent,2025-11-17T00:00:00Z,,2743.61
EST_AGEN_0018,approved,2025-11-28T00:00:00Z,2025-12-06T00:00:00Z,3970.56
EST_AGEN_0019,sent,2025-12-29T00:00:00Z,,3728.11
EST_AGEN_0020,approved,2026-01-27T00:00:00Z,2026-02-01T00:00:00Z,3686.28
EST_AGEN_0021,approved,2025-12-12T00:00:00Z,2025-12-21T00:00:00Z,5481.88
EST_AGEN_0022,rejected,2026-01-21T00:00:00Z,,6296.89
EST_AGEN_0023,rejected,2025-11-13T00:00:00Z,,2111.44
EST_AGEN_0024,rejected,2026-01-02T00:00:00Z,,3638.26
EST_AGEN_0025,approved,2026-01-15T00:00:00Z,2026-01-26T00:00:00Z,4105.87
EST_AGEN_0026,approved,2026-01-16T00:00:00Z,2026-01-29T00:00:00Z,3736.20
EST_AGEN_0027,approved,2026-01-19T00:00:00Z,2026-01-26T00:00:00Z,4182.14
EST_AGEN_0028,rejected,2026-01-31T00:00:00Z,,2844.55
EST_AGEN_0029,sent,2025-11-11T00:00:00Z,,4748.18
EST_AGEN_0030,approved,2026-01-29T00:00:00Z,2026-02-01T00:00:00Z,5576.53
EST_AGEN_0031,approved,2026-01-10T00:00:00Z,2026-01-25T00:00:00Z,5451.98
EST_AGEN_0032,approved,2026-01-17T00:00:00Z,2026-02-01T00:00:00Z,2131.70
EST_AGEN_0033,rejected,2025-12-01T00:00:00Z,,2714.68
EST_AGEN_0034,rejected,2025-12-03T00:00:00Z,,2134.11
EST_AGEN_0035,approved,2026-01-22T00:00:00Z,2026-01-31T00:00:00Z,4537.86
EST_AGEN_0036,rejected,2025-11-16T00:00:00Z,,2326.95
EST_AGEN_0037,sent,2025-11-21T00:00:00Z,,5167.74
EST_AGEN_0038,rejected,2025-11-28T00:00:00Z,,3905.27
EST_AGEN_0039,approved,2025-12-29T00:00:00Z,2026-01-16T00:00:00Z,4743.18
EST_AGEN_0040,approved,2026-01-13T00:00:00Z,2026-01-27T00:00:00Z,2996.60
EST_AGEN_0041,approved,2026-01-16T00:00:00Z,2026-01-24T00:00:00Z,2704.39
EST_AGEN_0042,approved,2026-01-18T00:00:00Z,2026-02-01T00:00:00Z,1812.20
