JobID,QuoteID,Status,StartDate,StartTime,EndDate,EndTime,Total
JOB_HOME_0001,EST_HOME_0001,scheduled,2026-01-01,16:00,2026-01-02,18:00,1255.20
JOB_HOME_0002,EST_HOME_0002,completed,2025-12-11,07:00,2025-12-11,08:00,2475.88
JOB_HOME_0003,EST_HOME_0005,completed,2025-11-28,12:00,2025-11-28,13:00,2866.72
JOB_HOME_0004,EST_HOME_0006,completed,2026-01-11,15:00,2026-01-11,17:00,2681.29
JOB_HOME_0005,EST_HOME_0009,completed,2026-01-12,10:00,2026-01-12,13:00,2086.36
JOB_HOME_0006,EST_HOME_0012,completed,2026-01-11,10:00,2026-01-11,13:00,1289.39
JOB_HOME_0007,EST_HOME_0016,in_progress,2025-12-25,11:00,2025-12-25,14:00,461.45
JOB_HOME_0008,EST_HOME_0017,scheduled,2026-02-03,12:00,2026-02-03,16:00,2730.09
JOB_HOME_0009,EST_HOME_0018,completed,2026-01-03,09:00,2026-01-04,13:00,1700.44
JOB_HOME_0010,EST_HOME_0019,completed,2026-01-09,11:00,2026-01-09,14:00,2735.05
JOB_HOME_0011,EST_HOME_0023,completed,2025-11-30,12:00,2025-11-30,16:00,2506.13
JOB_HOME_0012,EST_HOME_0024,completed,2025-12-12,10:00,2025-12-12,12:00,2418.53
JOB_HOME_0013,EST_HOME_0025,scheduled,2025-12-26,07:00,2025-12-26,08:00,2262.38
JOB_HOME_0014,EST_HOME_0028,completed,2025-12-28,08:00,2025-12-28,10:00,1786.22
JOB_HOME_0015,EST_HOME_0029,completed,2026-01-08,09:00,2026-01-08,10:00,680.18
JOB_HOME_0016,EST_HOME_0030,completed,2026-01-01,13:00,2026-01-01,15:00,439.10
JOB_HOME_0017,EST_HOME_0031,completed,2026-01-05,10:00,2026-01-05,14:00,2121.73
JOB_HOME_0018,EST_HOME_0033,completed,2025-12-09,13:00,2025-12-09,14:00,518.11
JOB_HOME_0019,EST_HOME_0038,completed,2026-01-07,10:00,2026-01-07,13:00,1862.08
JOB_HOME_0020,EST_HOME_0040,completed,2025-12-16,13:00,2025-12-16,16:00,799.91
JOB_HOME_0021,EST_HOME_0043,completed,2025-12-31,09:00,2025-12-31,11:00,1750.00
JOB_HOME_0022,EST_HOME_0044,in_progress,2026-01-06,09:00,2026-01-06,10:00,1346.13
