EstimateID,Status,CreatedAt,ApprovedAt,Total
EST_PROF_0001,approved,2026-01-13T00:00:00Z,2026-01-22T00:00:00Z,11316.00
EST_PROF_0002,rejected,2025-12-22T00:00:00Z,,9409.30
EST_PROF_0003,approved,2026-02-09T00:00:00Z,2026-02-09T00:00:00Z,7141.10
EST_PROF_0004,rejected,2026-02-08T00:00:00Z,,9623.48
EST_PROF_0005,approved,2025-12-10T00:00:00Z,2025-12-26T00:00:00Z,10873.11
EST_PROF_0006,approved,2026-01-28T00:00:00Z,2026-02-09T00:00:00Z,9711.39
EST_PROF_0007,approved,2026-02-02T00:00:00Z,2026-02-09T00:00:00Z,3730.68
EST_PROF_0008,approved,2025-12-10T00:00:00Z,2025-12-22T00:00:00Z,8518.61
EST_PROF_0009,rejected,2026-01-31T00:00:00Z,,9676.17
EST_PROF_0010,rejected,2026-02-06T00:00:00Z,,7919.59
EST_PROF_0011,approved,2026-02-05T00:00:00Z,2026-02-09T00:00:00Z,2514.97
EST_PROF_0012,rejected,2026-02-07T00:00:00Z,,7537.83
EST_PROF_0013,rejected,2026-01-31T00:00:00Z,,3387.67
EST_PROF_0014,approved,2025-12-15T00:00:00Z,2026-01-05T00:00:00Z,5232.01
EST_PROF_0015,rejected,2026-02-05T00:00:00Z,,4557.27
EST_PROF_0016,approved,2025-12-21T00:00:00Z,2026-01-01T00:00:00Z,4024.15
EST_PROF_0017,approved,2025-11-22T00:00:00Z,2025-12-09T00:00:00Z,5207.15
EST_PROF_0018,approved,2026-01-01T00:00:00Z,2026-01-07T00:00:00Z,7962.81
EST_PROF_0019,approved,2025-11-18T00:00:00Z,2025-12-01T00:00:00Z,5869.88
EST_PROF_0020,rejected,2026-01-15T00:00:00Z,,7912.99
EST_PROF_0021,sent,2025-11-25T00:00:00Z,,8989.70
EST_PROF_0022,rejected,2025-12-03T00:00:00Z,,8944.00
EST_PROF_0023,approved,2026-02-01T00:00:00Z,2026-02-07T00:00:00Z,9072.17
EST_PROF_0024,approved,2026-01-07T00:00:00Z,2026-01-30T00:00:00Z,4194.24
EST_PROF_0025,approved,2026-02-05T00:00:00Z,2026-02-09T00:00:00Z,6931.13
EST_PROF_0026,sent,2025-11-14T00:00:00Z,,7862.08
EST_PROF_0027,sent,2026-02-03T00:00:00Z,,8220.21
EST_PROF_0028,approved,2026-01-01T00:00:00Z,2026-01-14T00:00:00Z,4226.48
EST_PROF_0029,approved,2025-12-14T00:00:00Z,2026-01-01T00:00:00Z,4549.47
EST_PROF_0030,approved,2025-12-28T00:00:00Z,2026-01-14T00:00:00Z,4996.68
EST_PROF_0031,sent,2025-12-25T00:00:00Z,,6531.63
EST_PROF_0032,approved,2025-12-21T00:00:00Z,2026-01-14T00:00:00Z,5704.70
EST_PROF_0033,approved,2026-02-08T00:00:00Z,2026-02-09T00:00:00Z,5760.90
EST_PROF_0034,approved,2026-01-11T00:00:00Z,2026-01-24T00:00:00Z,2581.45
