InvoiceID,QuoteID,Status,IssuedAt,PaidAt,Total
INV_AGEN_0001,EST_AGEN_0003,paid,2025-12-06T00:00:00Z,2025-12-15T00:00:00Z,2197.89
INV_AGEN_0002,EST_AGEN_0004,paid,2026-02-09T00:00:00Z,2026-02-09T00:00:00Z,5095.29
INV_AGEN_0003,EST_AGEN_0005,paid,2026-02-09T00:00:00Z,2026-02-09T00:00:00Z,3050.82
INV_AGEN_0004,EST_AGEN_0006,overdue,2026-01-28T00:00:00Z,,3081.67
INV_AGEN_0005,EST_AGEN_0007,open,2025-12-16T00:00:00Z,,6606.21
INV_AGEN_0006,EST_AGEN_0008,paid,2026-01-16T00:00:00Z,2026-01-22T00:00:00Z,6027.98
INV_AGEN_0007,EST_AGEN_0009,paid,2026-02-09T00:00:00Z,2026-02-09T00:00:00Z,5837.79
INV_AGEN_0008,EST_AGEN_0010,paid,2025-12-11T00:00:00Z,2025-12-19T00:00:00Z,4359.74
INV_AGEN_0009,EST_AGEN_0012,overdue,2026-01-18T00:00:00Z,,4271.49
INV_AGEN_0010,EST_AGEN_0013,paid,2025-12-28T00:00:00Z,2026-01-19T00:00:00Z,2996.04
INV_AGEN_0011,EST_AGEN_0014,paid,2026-02-03T00:00:00Z,2026-02-09T00:00:00Z,6148.13
INV_AGEN_0012,EST_AGEN_0016,paid,2026-02-09T00:00:00Z,2026-02-09T00:00:00Z,2518.06
INV_AGEN_0013,EST_AGEN_0017,open,2026-01-06T00:00:00Z,,6087.01
INV_AGEN_0014,EST_AGEN_0018,paid,2025-12-19T00:00:00Z,2026-01-13T00:00:00Z,3171.23
INV_AGEN_0015,EST_AGEN_0020,paid,2026-02-09T00:00:00Z,2026-02-09T00:00:00Z,2974.19
INV_AGEN_0016,EST_AGEN_0021,paid,2026-02-09T00:00:00Z,2026-02-09T00:00:00Z,6237.81
INV_AGEN_0017,EST_AGEN_0022,paid,2026-02-06T00:00:00Z,2026-02-09T00:00:00Z,3278.27
INV_AGEN_0018,EST_AGEN_0023,paid,2025-12-24T00:00:00Z,2026-01-10T00:00:00Z,3336.98
INV_AGEN_0019,EST_AGEN_0024,open,2026-02-09T00:00:00Z,,4174.34
INV_AGEN_0020,EST_AGEN_0025,paid,2026-01-05T00:00:00Z,2026-01-27T00:00:00Z,2121.32
INV_AGEN_0021,EST_AGEN_0026,paid,2026-02-09T00:00:00Z,2026-02-09T00:00:00Z,3449.70
INV_AGEN_0022,EST_AGEN_0028,paid,2026-01-04T00:00:00Z,2026-01-12T00:00:00Z,3983.41
INV_AGEN_0023,EST_AGEN_0030,overdue,2025-12-04T00:00:00Z,,5536.82
INV_AGEN_0024,EST_AGEN_0031,paid,2025-12-25T00:00:00Z,2026-01-17T00:00:00Z,3084.34
INV_AGEN_0025,EST_AGEN_0033,paid,2026-01-03T00:00:00Z,2026-01-13T00:00:00Z,3523.10
INV_AGEN_0026,EST_AGEN_0036,paid,2026-02-08T00:00:00Z,2026-02-09T00:00:00Z,3308.59
