EstimateID,Status,CreatedAt,ApprovedAt,Total
EST_AGEN_0001,sent,2025-11-25T00:00:00Z,,5616.00
EST_AGEN_0002,rejected,2025-11-28T00:00:00Z,,6204.92
EST_AGEN_0003,approved,2025-11-12T00:00:00Z,2025-12-03T00:00:00Z,2328.06
EST_AGEN_0004,approved,2026-02-03T00:00:00Z,2026-02-09T00:00:00Z,5394.03
EST_AGEN_0005,approved,2026-01-22T00:00:00Z,2026-02-04T00:00:00Z,2928.32
EST_AGEN_0006,approved,2026-01-01T00:00:00Z,2026-01-22T00:00:00Z,2982.10
EST_AGEN_0007,approved,2025-12-04T00:00:00Z,2025-12-12T00:00:00Z,6692.45
EST_AGEN_0008,approved,2025-12-30T00:00:00Z,2026-01-14T00:00:00Z,6483.78
EST_AGEN_0009,approved,2026-02-09T00:00:00Z,2026-02-09T00:00:00Z,5586.42
EST_AGEN_0010,approved,2025-11-24T00:00:00Z,2025-12-04T00:00:00Z,4480.04
EST_AGEN_0011,sent,2026-02-03T00:00:00Z,,2214.38
EST_AGEN_0012,approved,2026-01-06T00:00:00Z,2026-01-16T00:00:00Z,4581.00
EST_AGEN_0013,approved,2025-12-04T00:00:00Z,2025-12-26T00:00:00Z,3038.75
EST_AGEN_0014,approved,2026-01-20T00:00:00Z,2026-01-29T00:00:00Z,6654.24
EST_AGEN_0015,rejected,2025-12-18T00:00:00Z,,3134.22
EST_AGEN_0016,approved,2026-02-07T00:00:00Z,2026-02-09T00:00:00Z,2728.18
EST_AGEN_0017,approved,2025-12-13T00:00:00Z,2026-01-01T00:00:00Z,6271.89
EST_AGEN_0018,approved,2025-12-03T00:00:00Z,2025-12-17T00:00:00Z,3310.08
EST_AGEN_0019,rejected,2025-12-09T00:00:00Z,,3581.35
EST_AGEN_0020,approved,2026-02-06T00:00:00Z,2026-02-09T00:00:00Z,2834.66
EST_AGEN_0021,approved,2026-02-02T00:00:00Z,2026-02-09T00:00:00Z,6079.59
EST_AGEN_0022,approved,2026-01-17T00:00:00Z,2026-02-05T00:00:00Z,3323.10
EST_AGEN_0023,approved,2025-12-15T00:00:00Z,2025-12-22T00:00:00Z,3339.96
EST_AGEN_0024,approved,2026-02-03T00:00:00Z,2026-02-09T00:00:00Z,4515.80
EST_AGEN_0025,approved,2025-12-25T00:00:00Z,2026-01-01T00:00:00Z,2058.03
EST_AGEN_0026,approved,2026-02-05T00:00:00Z,2026-02-09T00:00:00Z,3617.25
EST_AGEN_0027,rejected,2026-01-14T00:00:00Z,,3319.07
EST_AGEN_0028,approved,2025-12-11T00:00:00Z,2025-12-30T00:00:00Z,4098.75
EST_AGEN_0029,sent,2025-11-13T00:00:00Z,,3944.91
EST_AGEN_0030,approved,2025-11-23T00:00:00Z,2025-11-30T00:00:00Z,5585.45
EST_AGEN_0031,approved,2025-12-13T00:00:00Z,2025-12-24T00:00:00Z,3261.82
EST_AGEN_0032,sent,2025-12-29T00:00:00Z,,2945.65
EST_AGEN_0033,approved,2025-12-10T00:00:00Z,2026-01-01T00:00:00Z,3419.56
EST_AGEN_0034,rejected,2025-11-19T00:00:00Z,,2257.70
EST_AGEN_0035,rejected,2025-12-28T00:00:00Z,,4195.07
EST_AGEN_0036,approved,2026-01-14T00:00:00Z,2026-02-04T00:00:00Z,3368.39
EST_AGEN_0037,rejected,2026-01-02T00:00:00Z,,2291.60
