JobID,QuoteID,Status,StartDate,StartTime,EndDate,EndTime,Total
JOB_PROF_0001,EST_PROF_0003,scheduled,2026-02-09,10:00,2026-02-10,11:00,9530.50
JOB_PROF_0002,EST_PROF_0007,in_progress,2026-02-09,10:00,2026-02-09,12:00,3579.55
JOB_PROF_0003,EST_PROF_0008,completed,2025-12-20,16:00,2025-12-20,17:00,3492.10
JOB_PROF_0004,EST_PROF_0010,completed,2026-02-09,07:00,2026-02-09,10:00,8449.77
JOB_PROF_0005,EST_PROF_0011,in_progress,2026-01-19,16:00,2026-01-19,20:00,6589.89
JOB_PROF_0006,EST_PROF_0012,completed,2025-12-11,12:00,2025-12-11,15:00,7573.58
JOB_PROF_0007,EST_PROF_0013,completed,2025-12-09,13:00,2025-12-09,17:00,7273.09
JOB_PROF_0008,EST_PROF_0014,scheduled,2025-12-21,13:00,2025-12-21,15:00,5338.22
JOB_PROF_0009,EST_PROF_0017,completed,2025-11-29,08:00,2025-11-30,10:00,2790.06
JOB_PROF_0010,EST_PROF_0020,completed,2026-02-09,13:00,2026-02-09,16:00,5820.17
JOB_PROF_0011,EST_PROF_0024,scheduled,2025-12-16,16:00,2025-12-16,20:00,7051.90
JOB_PROF_0012,EST_PROF_0027,completed,2026-02-09,09:00,2026-02-10,10:00,4178.50
JOB_PROF_0013,EST_PROF_0028,completed,2025-12-30,15:00,2025-12-30,19:00,4316.93
JOB_PROF_0014,EST_PROF_0031,completed,2026-02-02,14:00,2026-02-02,18:00,7982.22
