EstimateID,Status,CreatedAt,ApprovedAt,Total
EST_PROF_0001,rejected,2026-02-05T00:00:00Z,,5917.20
EST_PROF_0002,approved,2025-11-12T00:00:00Z,2025-12-10T00:00:00Z,7292.17
EST_PROF_0003,approved,2026-02-09T00:00:00Z,2026-02-09T00:00:00Z,9530.50
EST_PROF_0004,rejected,2025-11-21T00:00:00Z,,6199.54
EST_PROF_0005,rejected,2026-01-23T00:00:00Z,,6976.71
EST_PROF_0006,sent,2026-01-27T00:00:00Z,,10881.30
EST_PROF_0007,approved,2026-01-24T00:00:00Z,2026-02-09T00:00:00Z,3579.55
EST_PROF_0008,approved,2025-12-01T00:00:00Z,2025-12-15T00:00:00Z,3492.10
EST_PROF_0009,rejected,2026-01-09T00:00:00Z,,6531.44
EST_PROF_0010,approved,2026-01-25T00:00:00Z,2026-02-09T00:00:00Z,8449.77
EST_PROF_0011,approved,2025-12-23T00:00:00Z,2026-01-12T00:00:00Z,6589.89
EST_PROF_0012,approved,2025-11-15T00:00:00Z,2025-12-07T00:00:00Z,7573.58
EST_PROF_0013,approved,2025-11-22T00:00:00Z,2025-12-02T00:00:00Z,7273.09
EST_PROF_0014,approved,2025-12-04T00:00:00Z,2025-12-15T00:00:00Z,5338.22
EST_PROF_0015,rejected,2025-11-17T00:00:00Z,,7471.02
EST_PROF_0016,approved,2026-02-05T00:00:00Z,2026-02-09T00:00:00Z,3138.34
EST_PROF_0017,approved,2025-11-13T00:00:00Z,2025-11-23T00:00:00Z,2790.06
EST_PROF_0018,sent,2025-12-31T00:00:00Z,,5398.28
EST_PROF_0019,approved,2025-11-22T00:00:00Z,2025-12-01T00:00:00Z,5917.31
EST_PROF_0020,approved,2026-02-03T00:00:00Z,2026-02-09T00:00:00Z,5820.17
EST_PROF_0021,rejected,2025-11-28T00:00:00Z,,6910.21
EST_PROF_0022,sent,2025-12-16T00:00:00Z,,3872.93
EST_PROF_0023,approved,2025-12-24T00:00:00Z,2026-01-21T00:00:00Z,5565.10
EST_PROF_0024,approved,2025-11-27T00:00:00Z,2025-12-08T00:00:00Z,7051.90
EST_PROF_0025,approved,2026-02-06T00:00:00Z,2026-02-09T00:00:00Z,8343.64
EST_PROF_0026,rejected,2025-12-18T00:00:00Z,,8111.68
EST_PROF_0027,approved,2026-02-05T00:00:00Z,2026-02-09T00:00:00Z,4178.50
EST_PROF_0028,approved,2025-12-07T00:00:00Z,2025-12-24T00:00:00Z,4316.93
EST_PROF_0029,sent,2026-01-31T00:00:00Z,,6090.94
EST_PROF_0030,sent,2026-01-15T00:00:00Z,,8744.87
EST_PROF_0031,approved,2026-01-09T00:00:00Z,2026-01-25T00:00:00Z,7982.22
EST_PROF_0032,approved,2026-02-07T00:00:00Z,2026-02-09T00:00:00Z,2996.97
EST_PROF_0033,approved,2026-02-04T00:00:00Z,2026-02-09T00:00:00Z,6967.47
EST_PROF_0034,rejected,2025-12-09T00:00:00Z,,7570.10
