InvoiceID,QuoteID,Status,IssuedAt,PaidAt,Total
INV_SAAS_0001,EST_SAAS_0001,open,2026-02-09T00:00:00Z,,1527.79
INV_SAAS_0002,EST_SAAS_0002,paid,2025-12-07T00:00:00Z,2025-12-24T00:00:00Z,3254.86
INV_SAAS_0003,EST_SAAS_0003,paid,2026-01-27T00:00:00Z,2026-02-09T00:00:00Z,4018.37
INV_SAAS_0004,EST_SAAS_0004,paid,2025-11-30T00:00:00Z,2025-12-06T00:00:00Z,2695.97
INV_SAAS_0005,EST_SAAS_0005,paid,2026-01-25T00:00:00Z,2026-02-09T00:00:00Z,972.41
INV_SAAS_0006,EST_SAAS_0006,paid,2026-01-25T00:00:00Z,2026-02-09T00:00:00Z,1358.45
INV_SAAS_0007,EST_SAAS_0007,open,2026-02-09T00:00:00Z,,3117.07
INV_SAAS_0008,EST_SAAS_0008,paid,2026-02-09T00:00:00Z,2026-02-09T00:00:00Z,3578.34
INV_SAAS_0009,EST_SAAS_0011,paid,2026-02-04T00:00:00Z,2026-02-09T00:00:00Z,1518.59
INV_SAAS_0010,EST_SAAS_0013,open,2026-02-09T00:00:00Z,,1529.29
INV_SAAS_0011,EST_SAAS_0016,paid,2025-12-25T00:00:00Z,2025-12-29T00:00:00Z,1980.09
INV_SAAS_0012,EST_SAAS_0017,paid,2025-11-30T00:00:00Z,2025-12-09T00:00:00Z,3001.52
INV_SAAS_0013,EST_SAAS_0019,paid,2026-02-09T00:00:00Z,2026-02-09T00:00:00Z,2954.95
INV_SAAS_0014,EST_SAAS_0020,overdue,2026-02-03T00:00:00Z,,1347.03
INV_SAAS_0015,EST_SAAS_0021,paid,2026-02-09T00:00:00Z,2026-02-09T00:00:00Z,2168.50
INV_SAAS_0016,EST_SAAS_0022,open,2026-02-01T00:00:00Z,,624.39
INV_SAAS_0017,EST_SAAS_0023,paid,2026-02-09T00:00:00Z,2026-02-09T00:00:00Z,2133.70
INV_SAAS_0018,EST_SAAS_0024,paid,2025-11-21T00:00:00Z,2025-12-02T00:00:00Z,1997.80
INV_SAAS_0019,EST_SAAS_0025,paid,2026-02-03T00:00:00Z,2026-02-09T00:00:00Z,804.00
INV_SAAS_0020,EST_SAAS_0026,overdue,2025-11-27T00:00:00Z,,1077.11
INV_SAAS_0021,EST_SAAS_0027,overdue,2026-02-03T00:00:00Z,,1331.33
INV_SAAS_0022,EST_SAAS_0029,paid,2026-02-08T00:00:00Z,2026-02-09T00:00:00Z,2004.62
INV_SAAS_0023,EST_SAAS_0030,paid,2026-02-09T00:00:00Z,2026-02-09T00:00:00Z,1195.26
INV_SAAS_0024,EST_SAAS_0032,paid,2025-11-18T00:00:00Z,2025-12-08T00:00:00Z,1383.58
INV_SAAS_0025,EST_SAAS_0033,paid,2026-02-09T00:00:00Z,2026-02-09T00:00:00Z,1475.18
