InvoiceID,QuoteID,Status,IssuedAt,PaidAt,Total
INV_SAAS_0001,EST_SAAS_0001,paid,2026-01-31T00:00:00Z,2026-02-07T00:00:00Z,2091.90
INV_SAAS_0002,EST_SAAS_0002,open,2026-01-20T00:00:00Z,,2637.39
INV_SAAS_0003,EST_SAAS_0003,paid,2025-12-02T00:00:00Z,2025-12-16T00:00:00Z,2244.28
INV_SAAS_0004,EST_SAAS_0004,paid,2026-02-03T00:00:00Z,2026-02-09T00:00:00Z,3306.79
INV_SAAS_0005,EST_SAAS_0006,paid,2026-02-09T00:00:00Z,2026-02-09T00:00:00Z,1293.00
INV_SAAS_0006,EST_SAAS_0007,open,2026-01-23T00:00:00Z,,2363.43
INV_SAAS_0007,EST_SAAS_0008,paid,2026-01-25T00:00:00Z,2026-02-03T00:00:00Z,709.07
INV_SAAS_0008,EST_SAAS_0009,paid,2026-02-05T00:00:00Z,2026-02-09T00:00:00Z,2259.72
INV_SAAS_0009,EST_SAAS_0011,paid,2025-11-27T00:00:00Z,2025-12-23T00:00:00Z,2633.61
INV_SAAS_0010,EST_SAAS_0013,paid,2025-12-10T00:00:00Z,2026-01-01T00:00:00Z,2940.15
INV_SAAS_0011,EST_SAAS_0020,paid,2026-02-09T00:00:00Z,2026-02-09T00:00:00Z,2280.28
INV_SAAS_0012,EST_SAAS_0023,overdue,2026-02-08T00:00:00Z,,1248.05
INV_SAAS_0013,EST_SAAS_0026,paid,2025-12-15T00:00:00Z,2026-01-09T00:00:00Z,1932.49
INV_SAAS_0014,EST_SAAS_0028,paid,2025-12-07T00:00:00Z,2025-12-14T00:00:00Z,1748.59
INV_SAAS_0015,EST_SAAS_0029,paid,2026-02-09T00:00:00Z,2026-02-09T00:00:00Z,722.00
