EstimateID,Status,CreatedAt,ApprovedAt,Total
EST_SAAS_0001,approved,2026-01-23T00:00:00Z,2026-01-31T00:00:00Z,2097.00
EST_SAAS_0002,approved,2026-01-09T00:00:00Z,2026-01-18T00:00:00Z,2659.15
EST_SAAS_0003,approved,2025-11-22T00:00:00Z,2025-11-29T00:00:00Z,2155.25
EST_SAAS_0004,approved,2026-01-21T00:00:00Z,2026-02-01T00:00:00Z,3247.42
EST_SAAS_0005,sent,2026-01-07T00:00:00Z,,2324.98
EST_SAAS_0006,approved,2026-02-08T00:00:00Z,2026-02-09T00:00:00Z,1361.42
EST_SAAS_0007,approved,2026-01-14T00:00:00Z,2026-01-19T00:00:00Z,2522.61
EST_SAAS_0008,approved,2026-01-13T00:00:00Z,2026-01-21T00:00:00Z,748.86
EST_SAAS_0009,approved,2026-01-26T00:00:00Z,2026-02-05T00:00:00Z,2341.28
EST_SAAS_0010,rejected,2026-01-17T00:00:00Z,,3079.28
EST_SAAS_0011,approved,2025-11-16T00:00:00Z,2025-11-23T00:00:00Z,2630.41
EST_SAAS_0012,sent,2026-01-13T00:00:00Z,,1608.22
EST_SAAS_0013,approved,2025-11-24T00:00:00Z,2025-12-10T00:00:00Z,3114.79
EST_SAAS_0014,rejected,2025-11-25T00:00:00Z,,2027.66
EST_SAAS_0015,sent,2026-01-09T00:00:00Z,,1154.36
EST_SAAS_0016,rejected,2026-01-06T00:00:00Z,,2758.59
EST_SAAS_0017,rejected,2025-11-13T00:00:00Z,,1279.95
EST_SAAS_0018,rejected,2025-11-15T00:00:00Z,,530.22
EST_SAAS_0019,rejected,2026-01-07T00:00:00Z,,2020.01
EST_SAAS_0020,approved,2026-02-05T00:00:00Z,2026-02-09T00:00:00Z,2191.52
EST_SAAS_0021,rejected,2025-11-13T00:00:00Z,,684.25
EST_SAAS_0022,rejected,2025-12-04T00:00:00Z,,2534.96
EST_SAAS_0023,approved,2026-02-04T00:00:00Z,2026-02-07T00:00:00Z,1237.78
EST_SAAS_0024,rejected,2025-11-28T00:00:00Z,,1429.52
EST_SAAS_0025,rejected,2026-01-03T00:00:00Z,,1936.35
EST_SAAS_0026,approved,2025-11-26T00:00:00Z,2025-12-12T00:00:00Z,2025.39
EST_SAAS_0027,rejected,2026-01-17T00:00:00Z,,1679.98
EST_SAAS_0028,approved,2025-11-21T00:00:00Z,2025-12-05T00:00:00Z,1678.71
EST_SAAS_0029,approved,2026-02-08T00:00:00Z,2026-02-09T00:00:00Z,741.06
EST_SAAS_0030,rejected,2025-12-11T00:00:00Z,,1498.40
EST_SAAS_0031,rejected,2026-01-08T00:00:00Z,,2124.56
EST_SAAS_0032,sent,2026-01-28T00:00:00Z,,1708.68
EST_SAAS_0033,sent,2026-01-18T00:00:00Z,,660.00
