EstimateID,Status,CreatedAt,ApprovedAt,Total
EST_ECOM_0001,approved,2026-01-03T00:00:00Z,2026-01-05T00:00:00Z,1303.50
EST_ECOM_0002,approved,2026-01-21T00:00:00Z,2026-01-27T00:00:00Z,1188.57
EST_ECOM_0003,approved,2026-01-01T00:00:00Z,2026-01-07T00:00:00Z,1315.46
EST_ECOM_0004,approved,2025-11-24T00:00:00Z,2025-11-30T00:00:00Z,1515.43
EST_ECOM_0005,approved,2026-01-21T00:00:00Z,2026-01-30T00:00:00Z,331.86
EST_ECOM_0006,rejected,2025-12-16T00:00:00Z,,1360.00
EST_ECOM_0007,rejected,2025-12-04T00:00:00Z,,567.13
EST_ECOM_0008,rejected,2026-01-15T00:00:00Z,,1491.00
EST_ECOM_0009,approved,2025-12-29T00:00:00Z,2026-01-02T00:00:00Z,1279.01
EST_ECOM_0010,rejected,2025-11-12T00:00:00Z,,772.11
EST_ECOM_0011,sent,2026-01-20T00:00:00Z,,776.29
EST_ECOM_0012,approved,2025-12-16T00:00:00Z,2025-12-24T00:00:00Z,593.54
EST_ECOM_0013,approved,2025-12-29T00:00:00Z,2026-01-01T00:00:00Z,1154.53
EST_ECOM_0014,approved,2026-01-10T00:00:00Z,2026-01-11T00:00:00Z,901.60
EST_ECOM_0015,rejected,2026-01-24T00:00:00Z,,713.70
EST_ECOM_0016,rejected,2026-01-19T00:00:00Z,,393.43
EST_ECOM_0017,rejected,2026-01-08T00:00:00Z,,550.53
EST_ECOM_0018,approved,2026-01-16T00:00:00Z,2026-01-18T00:00:00Z,1054.74
EST_ECOM_0019,approved,2025-12-23T00:00:00Z,2026-01-02T00:00:00Z,560.53
EST_ECOM_0020,approved,2025-12-31T00:00:00Z,2026-01-01T00:00:00Z,629.03
EST_ECOM_0021,approved,2025-11-28T00:00:00Z,2025-11-30T00:00:00Z,1166.93
EST_ECOM_0022,rejected,2026-01-30T00:00:00Z,,513.60
EST_ECOM_0023,rejected,2026-01-17T00:00:00Z,,677.04
EST_ECOM_0024,approved,2025-12-05T00:00:00Z,2025-12-12T00:00:00Z,882.09
EST_ECOM_0025,approved,2026-01-26T00:00:00Z,2026-02-05T00:00:00Z,1096.97
EST_ECOM_0026,approved,2025-11-30T00:00:00Z,2025-12-08T00:00:00Z,237.71
EST_ECOM_0027,sent,2025-11-25T00:00:00Z,,726.80
EST_ECOM_0028,approved,2025-11-13T00:00:00Z,2025-11-15T00:00:00Z,1157.74
EST_ECOM_0029,approved,2025-12-22T00:00:00Z,2025-12-29T00:00:00Z,1116.50
EST_ECOM_0030,sent,2025-11-26T00:00:00Z,,615.60
EST_ECOM_0031,approved,2025-12-13T00:00:00Z,2025-12-21T00:00:00Z,663.21
EST_ECOM_0032,rejected,2025-11-30T00:00:00Z,,531.74
EST_ECOM_0033,approved,2025-11-20T00:00:00Z,2025-11-24T00:00:00Z,981.33
EST_ECOM_0034,approved,2025-12-03T00:00:00Z,2025-12-06T00:00:00Z,596.57
EST_ECOM_0035,rejected,2026-01-18T00:00:00Z,,448.31
EST_ECOM_0036,rejected,2025-12-07T00:00:00Z,,373.00
EST_ECOM_0037,approved,2025-12-30T00:00:00Z,2025-12-31T00:00:00Z,795.47
EST_ECOM_0038,approved,2026-01-25T00:00:00Z,2026-01-30T00:00:00Z,827.66
EST_ECOM_0039,approved,2026-01-05T00:00:00Z,2026-01-11T00:00:00Z,1022.23
EST_ECOM_0040,approved,2025-11-23T00:00:00Z,2025-12-01T00:00:00Z,455.40
EST_ECOM_0041,approved,2025-12-07T00:00:00Z,2025-12-14T00:00:00Z,473.57
EST_ECOM_0042,approved,2025-12-31T00:00:00Z,2026-01-06T00:00:00Z,563.20
EST_ECOM_0043,approved,2026-01-12T00:00:00Z,2026-01-14T00:00:00Z,743.40
EST_ECOM_0044,sent,2025-11-29T00:00:00Z,,798.91
EST_ECOM_0045,rejected,2025-12-18T00:00:00Z,,468.83
EST_ECOM_0046,approved,2025-12-20T00:00:00Z,2025-12-29T00:00:00Z,206.57
EST_ECOM_0047,approved,2025-12-24T00:00:00Z,2026-01-02T00:00:00Z,848.76
EST_ECOM_0048,rejected,2026-01-11T00:00:00Z,,378.66
EST_ECOM_0049,approved,2025-12-30T00:00:00Z,2026-01-01T00:00:00Z,891.64
EST_ECOM_0050,sent,2025-12-08T00:00:00Z,,359.20
