InvoiceID,QuoteID,Status,IssuedAt,PaidAt,Total
INV_ECOM_0001,EST_ECOM_0001,paid,2026-01-07T00:00:00Z,2026-01-14T00:00:00Z,1311.86
INV_ECOM_0002,EST_ECOM_0002,open,2026-01-30T00:00:00Z,,1193.69
INV_ECOM_0003,EST_ECOM_0003,paid,2026-01-09T00:00:00Z,2026-01-13T00:00:00Z,1310.70
INV_ECOM_0004,EST_ECOM_0004,overdue,2025-12-02T00:00:00Z,,1501.35
INV_ECOM_0005,EST_ECOM_0005,paid,2026-01-31T00:00:00Z,2026-02-04T00:00:00Z,318.92
INV_ECOM_0006,EST_ECOM_0009,overdue,2026-01-04T00:00:00Z,,1198.64
INV_ECOM_0007,EST_ECOM_0012,paid,2025-12-24T00:00:00Z,2026-01-08T00:00:00Z,625.24
INV_ECOM_0008,EST_ECOM_0013,paid,2026-01-04T00:00:00Z,2026-01-12T00:00:00Z,1165.15
INV_ECOM_0009,EST_ECOM_0014,paid,2026-01-13T00:00:00Z,2026-01-22T00:00:00Z,925.58
INV_ECOM_0010,EST_ECOM_0018,overdue,2026-01-21T00:00:00Z,,1071.46
INV_ECOM_0011,EST_ECOM_0019,overdue,2026-01-02T00:00:00Z,,590.86
INV_ECOM_0012,EST_ECOM_0020,paid,2026-01-01T00:00:00Z,2026-01-15T00:00:00Z,617.55
INV_ECOM_0013,EST_ECOM_0021,paid,2025-12-01T00:00:00Z,2025-12-10T00:00:00Z,1152.61
INV_ECOM_0014,EST_ECOM_0024,open,2025-12-15T00:00:00Z,,820.57
INV_ECOM_0015,EST_ECOM_0025,paid,2026-02-08T00:00:00Z,2026-02-09T00:00:00Z,1090.24
INV_ECOM_0016,EST_ECOM_0026,paid,2025-12-09T00:00:00Z,2025-12-21T00:00:00Z,245.59
INV_ECOM_0017,EST_ECOM_0028,open,2025-11-18T00:00:00Z,,1075.80
INV_ECOM_0018,EST_ECOM_0029,paid,2025-12-29T00:00:00Z,2026-01-12T00:00:00Z,1129.01
INV_ECOM_0019,EST_ECOM_0031,open,2025-12-24T00:00:00Z,,650.99
INV_ECOM_0020,EST_ECOM_0033,open,2025-11-26T00:00:00Z,,945.82
INV_ECOM_0021,EST_ECOM_0034,paid,2025-12-06T00:00:00Z,2025-12-10T00:00:00Z,624.54
INV_ECOM_0022,EST_ECOM_0037,paid,2026-01-02T00:00:00Z,2026-01-04T00:00:00Z,800.35
INV_ECOM_0023,EST_ECOM_0038,paid,2026-02-02T00:00:00Z,2026-02-09T00:00:00Z,856.84
INV_ECOM_0024,EST_ECOM_0039,paid,2026-01-14T00:00:00Z,2026-01-26T00:00:00Z,1044.08
INV_ECOM_0025,EST_ECOM_0040,paid,2025-12-03T00:00:00Z,2025-12-13T00:00:00Z,476.11
INV_ECOM_0026,EST_ECOM_0041,paid,2025-12-17T00:00:00Z,2025-12-30T00:00:00Z,500.82
INV_ECOM_0027,EST_ECOM_0042,paid,2026-01-06T00:00:00Z,2026-01-20T00:00:00Z,557.59
INV_ECOM_0028,EST_ECOM_0043,paid,2026-01-14T00:00:00Z,2026-01-30T00:00:00Z,770.75
INV_ECOM_0029,EST_ECOM_0046,paid,2025-12-31T00:00:00Z,2026-01-16T00:00:00Z,214.69
INV_ECOM_0030,EST_ECOM_0047,paid,2026-01-04T00:00:00Z,2026-01-17T00:00:00Z,845.12
INV_ECOM_0031,EST_ECOM_0049,paid,2026-01-02T00:00:00Z,2026-01-12T00:00:00Z,881.22
