JobID,QuoteID,Status,StartDate,StartTime,EndDate,EndTime,Total
JOB_ECOM_0001,EST_ECOM_0001,completed,2025-12-19,10:00,2025-12-20,11:00,1254.00
JOB_ECOM_0002,EST_ECOM_0005,scheduled,2026-01-17,13:00,2026-01-17,15:00,327.79
JOB_ECOM_0003,EST_ECOM_0006,completed,2025-12-24,14:00,2025-12-24,17:00,1191.19
JOB_ECOM_0004,EST_ECOM_0007,completed,2025-12-11,16:00,2025-12-11,17:00,623.04
JOB_ECOM_0005,EST_ECOM_0008,completed,2025-12-27,16:00,2025-12-28,19:00,867.84
JOB_ECOM_0006,EST_ECOM_0011,scheduled,2026-01-09,11:00,2026-01-09,15:00,501.84
JOB_ECOM_0007,EST_ECOM_0012,scheduled,2026-01-30,11:00,2026-01-30,13:00,473.79
JOB_ECOM_0008,EST_ECOM_0013,completed,2026-01-27,09:00,2026-01-27,11:00,1249.42
JOB_ECOM_0009,EST_ECOM_0018,completed,2025-11-27,12:00,2025-11-27,16:00,328.12
JOB_ECOM_0010,EST_ECOM_0019,completed,2026-01-30,12:00,2026-01-30,16:00,589.06
JOB_ECOM_0011,EST_ECOM_0021,in_progress,2025-12-04,07:00,2025-12-04,08:00,1180.96
JOB_ECOM_0012,EST_ECOM_0022,in_progress,2026-01-24,14:00,2026-01-25,18:00,1315.75
JOB_ECOM_0013,EST_ECOM_0024,completed,2025-11-23,12:00,2025-11-23,14:00,1116.74
JOB_ECOM_0014,EST_ECOM_0027,in_progress,2026-02-01,14:00,2026-02-01,15:00,1054.21
JOB_ECOM_0015,EST_ECOM_0029,completed,2025-11-21,14:00,2025-11-21,15:00,1183.34
JOB_ECOM_0016,EST_ECOM_0030,scheduled,2025-11-13,16:00,2025-11-13,17:00,181.60
JOB_ECOM_0017,EST_ECOM_0033,completed,2026-01-19,07:00,2026-01-19,10:00,1077.25
JOB_ECOM_0018,EST_ECOM_0036,completed,2025-12-03,08:00,2025-12-03,09:00,637.31
JOB_ECOM_0019,EST_ECOM_0037,completed,2026-01-25,13:00,2026-01-25,16:00,924.29
JOB_ECOM_0020,EST_ECOM_0038,scheduled,2025-12-24,09:00,2025-12-24,10:00,733.55
JOB_ECOM_0021,EST_ECOM_0040,completed,2026-01-08,09:00,2026-01-08,13:00,288.11
JOB_ECOM_0022,EST_ECOM_0041,completed,2025-11-17,07:00,2025-11-17,09:00,915.56
JOB_ECOM_0023,EST_ECOM_0043,completed,2025-11-23,08:00,2025-11-23,09:00,172.37
JOB_ECOM_0024,EST_ECOM_0044,completed,2026-01-28,10:00,2026-01-28,13:00,465.16
JOB_ECOM_0025,EST_ECOM_0045,completed,2026-01-09,10:00,2026-01-09,11:00,720.46
JOB_ECOM_0026,EST_ECOM_0046,scheduled,2025-11-18,09:00,2025-11-18,11:00,743.85
JOB_ECOM_0027,EST_ECOM_0051,completed,2025-12-04,14:00,2025-12-04,17:00,752.80
