EstimateID,Status,CreatedAt,ApprovedAt,Total
EST_HOME_0001,rejected,2025-12-27T00:00:00Z,,2358.00
EST_HOME_0002,approved,2025-12-29T00:00:00Z,2026-01-06T00:00:00Z,3058.79
EST_HOME_0003,approved,2025-12-13T00:00:00Z,2025-12-29T00:00:00Z,2838.27
EST_HOME_0004,approved,2025-12-14T00:00:00Z,2025-12-21T00:00:00Z,951.49
EST_HOME_0005,approved,2026-01-23T00:00:00Z,2026-02-05T00:00:00Z,461.43
EST_HOME_0006,approved,2025-12-28T00:00:00Z,2026-01-08T00:00:00Z,580.11
EST_HOME_0007,approved,2026-01-22T00:00:00Z,2026-01-27T00:00:00Z,2900.27
EST_HOME_0008,approved,2025-12-20T00:00:00Z,2025-12-22T00:00:00Z,426.83
EST_HOME_0009,approved,2026-01-03T00:00:00Z,2026-01-14T00:00:00Z,2196.59
EST_HOME_0010,rejected,2026-01-13T00:00:00Z,,874.52
EST_HOME_0011,approved,2025-12-18T00:00:00Z,2025-12-27T00:00:00Z,890.76
EST_HOME_0012,approved,2025-12-07T00:00:00Z,2025-12-18T00:00:00Z,2779.03
EST_HOME_0013,rejected,2025-12-18T00:00:00Z,,2478.60
EST_HOME_0014,approved,2025-11-30T00:00:00Z,2025-12-06T00:00:00Z,2769.99
EST_HOME_0015,approved,2025-12-07T00:00:00Z,2025-12-11T00:00:00Z,1974.79
EST_HOME_0016,rejected,2025-12-08T00:00:00Z,,2086.80
EST_HOME_0017,approved,2025-12-31T00:00:00Z,2026-01-07T00:00:00Z,2717.22
EST_HOME_0018,approved,2026-01-28T00:00:00Z,2026-02-09T00:00:00Z,2584.20
EST_HOME_0019,approved,2025-12-07T00:00:00Z,2025-12-09T00:00:00Z,1954.06
EST_HOME_0020,rejected,2025-12-05T00:00:00Z,,1559.66
EST_HOME_0021,sent,2025-12-19T00:00:00Z,,1311.55
EST_HOME_0022,approved,2025-11-12T00:00:00Z,2025-11-21T00:00:00Z,1123.85
EST_HOME_0023,approved,2026-02-06T00:00:00Z,2026-02-09T00:00:00Z,406.92
EST_HOME_0024,approved,2025-12-02T00:00:00Z,2025-12-07T00:00:00Z,1775.76
EST_HOME_0025,approved,2025-12-19T00:00:00Z,2025-12-31T00:00:00Z,1057.53
EST_HOME_0026,sent,2025-12-08T00:00:00Z,,1589.80
EST_HOME_0027,approved,2025-11-22T00:00:00Z,2025-12-07T00:00:00Z,1193.80
EST_HOME_0028,approved,2025-12-30T00:00:00Z,2026-01-08T00:00:00Z,924.14
EST_HOME_0029,approved,2026-02-05T00:00:00Z,2026-02-09T00:00:00Z,1054.48
EST_HOME_0030,rejected,2025-12-29T00:00:00Z,,731.84
EST_HOME_0031,approved,2026-01-11T00:00:00Z,2026-01-27T00:00:00Z,2262.09
EST_HOME_0032,approved,2026-02-01T00:00:00Z,2026-02-09T00:00:00Z,1002.99
EST_HOME_0033,approved,2025-12-05T00:00:00Z,2025-12-19T00:00:00Z,2374.98
EST_HOME_0034,rejected,2025-12-23T00:00:00Z,,1642.50
EST_HOME_0035,rejected,2025-12-01T00:00:00Z,,1240.94
EST_HOME_0036,rejected,2025-12-20T00:00:00Z,,919.75
EST_HOME_0037,sent,2025-12-14T00:00:00Z,,1475.52
EST_HOME_0038,approved,2025-12-14T00:00:00Z,2025-12-25T00:00:00Z,2209.86
EST_HOME_0039,approved,2025-12-07T00:00:00Z,2025-12-21T00:00:00Z,1301.70
EST_HOME_0040,rejected,2025-12-19T00:00:00Z,,517.85
EST_HOME_0041,rejected,2025-12-08T00:00:00Z,,1712.49
EST_HOME_0042,approved,2025-12-15T00:00:00Z,2025-12-26T00:00:00Z,1110.68
EST_HOME_0043,rejected,2026-02-02T00:00:00Z,,361.95
EST_HOME_0044,rejected,2025-12-10T00:00:00Z,,1842.03
EST_HOME_0045,rejected,2025-12-08T00:00:00Z,,798.15
