EstimateID,Status,CreatedAt,ApprovedAt,Total
EST_HOME_0001,rejected,2025-12-07T00:00:00Z,,2854.80
EST_HOME_0002,sent,2025-12-31T00:00:00Z,,2716.67
EST_HOME_0003,approved,2025-12-17T00:00:00Z,2025-12-25T00:00:00Z,1731.14
EST_HOME_0004,approved,2025-12-12T00:00:00Z,2025-12-16T00:00:00Z,1060.88
EST_HOME_0005,rejected,2025-12-10T00:00:00Z,,2057.17
EST_HOME_0006,approved,2026-02-08T00:00:00Z,2026-02-09T00:00:00Z,1256.53
EST_HOME_0007,approved,2025-12-24T00:00:00Z,2025-12-31T00:00:00Z,406.75
EST_HOME_0008,approved,2025-12-14T00:00:00Z,2025-12-26T00:00:00Z,869.68
EST_HOME_0009,approved,2025-12-10T00:00:00Z,2025-12-12T00:00:00Z,1940.91
EST_HOME_0010,approved,2025-12-09T00:00:00Z,2025-12-22T00:00:00Z,2383.20
EST_HOME_0011,rejected,2025-12-06T00:00:00Z,,2314.86
EST_HOME_0012,approved,2025-12-01T00:00:00Z,2025-12-16T00:00:00Z,2158.25
EST_HOME_0013,sent,2025-12-20T00:00:00Z,,511.40
EST_HOME_0014,sent,2026-01-31T00:00:00Z,,2453.07
EST_HOME_0015,rejected,2025-12-13T00:00:00Z,,2115.22
EST_HOME_0016,approved,2025-12-26T00:00:00Z,2026-01-07T00:00:00Z,1597.25
EST_HOME_0017,rejected,2025-12-06T00:00:00Z,,583.56
EST_HOME_0018,rejected,2025-11-29T00:00:00Z,,1898.49
EST_HOME_0019,approved,2025-12-07T00:00:00Z,2025-12-16T00:00:00Z,1905.44
EST_HOME_0020,approved,2026-01-30T00:00:00Z,2026-02-07T00:00:00Z,1404.43
EST_HOME_0021,approved,2025-12-01T00:00:00Z,2025-12-17T00:00:00Z,1744.56
EST_HOME_0022,approved,2025-12-07T00:00:00Z,2025-12-22T00:00:00Z,2180.57
EST_HOME_0023,approved,2025-12-15T00:00:00Z,2025-12-23T00:00:00Z,2153.52
EST_HOME_0024,rejected,2025-12-28T00:00:00Z,,967.21
EST_HOME_0025,rejected,2025-12-25T00:00:00Z,,1496.48
EST_HOME_0026,approved,2025-12-19T00:00:00Z,2025-12-28T00:00:00Z,728.83
EST_HOME_0027,rejected,2025-11-25T00:00:00Z,,1540.42
EST_HOME_0028,approved,2025-12-11T00:00:00Z,2025-12-16T00:00:00Z,2358.63
EST_HOME_0029,rejected,2025-12-18T00:00:00Z,,1986.80
EST_HOME_0030,rejected,2025-12-23T00:00:00Z,,934.42
EST_HOME_0031,rejected,2025-12-18T00:00:00Z,,1995.79
EST_HOME_0032,sent,2025-12-03T00:00:00Z,,2297.72
EST_HOME_0033,rejected,2025-12-29T00:00:00Z,,343.20
EST_HOME_0034,approved,2025-12-17T00:00:00Z,2025-12-21T00:00:00Z,2295.00
EST_HOME_0035,rejected,2026-01-19T00:00:00Z,,1840.50
EST_HOME_0036,approved,2025-11-25T00:00:00Z,2025-12-10T00:00:00Z,1175.03
EST_HOME_0037,approved,2025-12-21T00:00:00Z,2025-12-30T00:00:00Z,989.47
EST_HOME_0038,approved,2025-11-24T00:00:00Z,2025-11-28T00:00:00Z,588.69
EST_HOME_0039,approved,2025-12-11T00:00:00Z,2025-12-27T00:00:00Z,1196.67
EST_HOME_0040,approved,2025-12-03T00:00:00Z,2025-12-05T00:00:00Z,475.14
EST_HOME_0041,approved,2025-12-02T00:00:00Z,2025-12-06T00:00:00Z,1641.95
EST_HOME_0042,rejected,2025-11-14T00:00:00Z,,2142.71
EST_HOME_0043,approved,2025-12-04T00:00:00Z,2025-12-16T00:00:00Z,1498.02
EST_HOME_0044,approved,2025-12-25T00:00:00Z,2026-01-08T00:00:00Z,1687.60
EST_HOME_0045,approved,2025-12-21T00:00:00Z,2026-01-05T00:00:00Z,1929.50
