InvoiceID,QuoteID,Status,IssuedAt,PaidAt,Total
INV_HOME_0001,EST_HOME_0004,paid,2025-12-20T00:00:00Z,2025-12-28T00:00:00Z,1120.94
INV_HOME_0002,EST_HOME_0005,overdue,2025-12-31T00:00:00Z,,1825.15
INV_HOME_0003,EST_HOME_0006,paid,2025-12-23T00:00:00Z,2026-01-03T00:00:00Z,503.02
INV_HOME_0004,EST_HOME_0007,paid,2025-12-30T00:00:00Z,2026-01-12T00:00:00Z,2374.41
INV_HOME_0005,EST_HOME_0008,paid,2025-12-27T00:00:00Z,2026-01-09T00:00:00Z,658.13
INV_HOME_0006,EST_HOME_0009,paid,2026-01-09T00:00:00Z,2026-02-01T00:00:00Z,600.00
INV_HOME_0007,EST_HOME_0010,paid,2025-12-29T00:00:00Z,2026-01-10T00:00:00Z,2547.01
INV_HOME_0008,EST_HOME_0014,paid,2026-01-03T00:00:00Z,2026-01-25T00:00:00Z,617.13
INV_HOME_0009,EST_HOME_0015,paid,2025-12-19T00:00:00Z,2026-01-08T00:00:00Z,1950.06
INV_HOME_0010,EST_HOME_0017,open,2026-01-09T00:00:00Z,,2314.54
INV_HOME_0011,EST_HOME_0018,open,2025-12-17T00:00:00Z,,2673.97
INV_HOME_0012,EST_HOME_0019,paid,2025-12-24T00:00:00Z,2026-01-20T00:00:00Z,2291.10
INV_HOME_0013,EST_HOME_0020,overdue,2026-01-30T00:00:00Z,,1770.63
INV_HOME_0014,EST_HOME_0021,overdue,2026-01-22T00:00:00Z,,1071.79
INV_HOME_0015,EST_HOME_0022,paid,2025-12-17T00:00:00Z,2025-12-24T00:00:00Z,2308.65
INV_HOME_0016,EST_HOME_0024,paid,2025-12-24T00:00:00Z,2026-01-16T00:00:00Z,1471.49
INV_HOME_0017,EST_HOME_0025,paid,2025-12-22T00:00:00Z,2025-12-29T00:00:00Z,1573.31
INV_HOME_0018,EST_HOME_0027,paid,2025-12-18T00:00:00Z,2026-01-14T00:00:00Z,1371.94
INV_HOME_0019,EST_HOME_0028,overdue,2026-01-05T00:00:00Z,,426.22
INV_HOME_0020,EST_HOME_0029,paid,2026-01-01T00:00:00Z,2026-01-25T00:00:00Z,693.38
INV_HOME_0021,EST_HOME_0031,paid,2025-12-13T00:00:00Z,2026-01-07T00:00:00Z,1232.94
INV_HOME_0022,EST_HOME_0033,paid,2025-12-27T00:00:00Z,2026-01-18T00:00:00Z,2006.85
INV_HOME_0023,EST_HOME_0034,overdue,2026-01-07T00:00:00Z,,2365.92
INV_HOME_0024,EST_HOME_0035,paid,2025-12-22T00:00:00Z,2026-01-16T00:00:00Z,350.37
INV_HOME_0025,EST_HOME_0036,paid,2026-01-16T00:00:00Z,2026-01-30T00:00:00Z,1228.58
INV_HOME_0026,EST_HOME_0037,paid,2025-12-30T00:00:00Z,2026-01-20T00:00:00Z,2454.07
INV_HOME_0027,EST_HOME_0040,paid,2025-12-31T00:00:00Z,2026-01-12T00:00:00Z,2350.39
INV_HOME_0028,EST_HOME_0041,open,2026-01-16T00:00:00Z,,1029.55
INV_HOME_0029,EST_HOME_0042,paid,2026-01-06T00:00:00Z,2026-01-30T00:00:00Z,2008.66
INV_HOME_0030,EST_HOME_0043,paid,2025-12-25T00:00:00Z,2026-01-11T00:00:00Z,442.31
INV_HOME_0031,EST_HOME_0047,overdue,2025-12-01T00:00:00Z,,1910.07
INV_HOME_0032,EST_HOME_0048,paid,2025-12-21T00:00:00Z,2026-01-17T00:00:00Z,705.95
