JobID,QuoteID,Status,StartDate,StartTime,EndDate,EndTime,Total
JOB_HOME_0001,EST_HOME_0004,completed,2025-12-20,11:00,2025-12-20,14:00,1063.43
JOB_HOME_0002,EST_HOME_0005,completed,2025-12-31,08:00,2025-12-31,12:00,1768.19
JOB_HOME_0003,EST_HOME_0006,in_progress,2025-12-23,15:00,2025-12-23,16:00,524.41
JOB_HOME_0004,EST_HOME_0008,scheduled,2025-12-27,15:00,2025-12-27,17:00,658.88
JOB_HOME_0005,EST_HOME_0009,completed,2026-01-09,07:00,2026-01-10,11:00,623.81
JOB_HOME_0006,EST_HOME_0014,scheduled,2026-01-03,13:00,2026-01-04,16:00,653.09
JOB_HOME_0007,EST_HOME_0017,completed,2026-01-09,08:00,2026-01-09,12:00,2504.33
JOB_HOME_0008,EST_HOME_0020,completed,2026-01-30,07:00,2026-01-31,09:00,1719.02
JOB_HOME_0009,EST_HOME_0022,scheduled,2025-12-17,14:00,2025-12-17,15:00,2351.27
JOB_HOME_0010,EST_HOME_0024,completed,2025-12-24,14:00,2025-12-24,18:00,1398.04
JOB_HOME_0011,EST_HOME_0025,completed,2025-12-22,13:00,2025-12-22,14:00,1650.38
JOB_HOME_0012,EST_HOME_0028,completed,2026-01-05,14:00,2026-01-06,16:00,411.56
JOB_HOME_0013,EST_HOME_0029,completed,2026-01-01,08:00,2026-01-01,11:00,723.79
JOB_HOME_0014,EST_HOME_0031,completed,2025-12-13,07:00,2025-12-13,10:00,1253.95
JOB_HOME_0015,EST_HOME_0033,scheduled,2025-12-27,09:00,2025-12-27,12:00,1910.90
JOB_HOME_0016,EST_HOME_0035,completed,2025-12-22,07:00,2025-12-22,09:00,338.01
JOB_HOME_0017,EST_HOME_0036,completed,2026-01-16,11:00,2026-01-16,13:00,1306.65
JOB_HOME_0018,EST_HOME_0037,completed,2025-12-30,13:00,2025-12-30,14:00,2378.25
JOB_HOME_0019,EST_HOME_0040,completed,2025-12-31,15:00,2025-12-31,17:00,2272.12
JOB_HOME_0020,EST_HOME_0041,completed,2026-01-16,14:00,2026-01-16,17:00,1106.91
JOB_HOME_0021,EST_HOME_0042,completed,2026-01-06,11:00,2026-01-06,15:00,1989.77
