JobID,QuoteID,Status,StartDate,StartTime,EndDate,EndTime,Total
JOB_PROF_0001,EST_PROF_0001,completed,2026-02-09,13:00,2026-02-09,15:00,9639.60
JOB_PROF_0002,EST_PROF_0006,completed,2026-02-09,15:00,2026-02-09,18:00,6974.72
JOB_PROF_0003,EST_PROF_0008,completed,2026-01-28,16:00,2026-01-28,18:00,8184.26
JOB_PROF_0004,EST_PROF_0013,completed,2026-02-09,13:00,2026-02-09,14:00,4214.75
JOB_PROF_0005,EST_PROF_0015,completed,2026-01-08,16:00,2026-01-08,20:00,7109.29
JOB_PROF_0006,EST_PROF_0017,completed,2026-02-09,10:00,2026-02-09,14:00,2971.39
JOB_PROF_0007,EST_PROF_0021,completed,2025-12-07,14:00,2025-12-08,18:00,8582.69
JOB_PROF_0008,EST_PROF_0022,scheduled,2026-01-15,11:00,2026-01-15,14:00,8303.89
JOB_PROF_0009,EST_PROF_0025,completed,2026-02-09,11:00,2026-02-09,15:00,5774.84
JOB_PROF_0010,EST_PROF_0026,in_progress,2025-12-08,14:00,2025-12-08,16:00,7146.92
JOB_PROF_0011,EST_PROF_0027,scheduled,2026-01-15,16:00,2026-01-15,20:00,6621.27
JOB_PROF_0012,EST_PROF_0028,scheduled,2025-12-17,13:00,2025-12-17,15:00,7638.00
JOB_PROF_0013,EST_PROF_0030,completed,2026-02-09,08:00,2026-02-09,09:00,4003.42
JOB_PROF_0014,EST_PROF_0031,completed,2025-12-13,09:00,2025-12-13,12:00,5967.26
JOB_PROF_0015,EST_PROF_0032,completed,2026-01-26,09:00,2026-01-26,11:00,7224.96
