EstimateID,Status,CreatedAt,ApprovedAt,Total
EST_PROF_0001,approved,2026-02-02T00:00:00Z,2026-02-09T00:00:00Z,9639.60
EST_PROF_0002,approved,2026-01-31T00:00:00Z,2026-02-09T00:00:00Z,8140.21
EST_PROF_0003,approved,2025-12-22T00:00:00Z,2026-01-07T00:00:00Z,2803.16
EST_PROF_0004,rejected,2026-02-04T00:00:00Z,,7582.67
EST_PROF_0005,sent,2025-12-18T00:00:00Z,,8487.35
EST_PROF_0006,approved,2026-02-01T00:00:00Z,2026-02-09T00:00:00Z,6974.72
EST_PROF_0007,rejected,2025-12-12T00:00:00Z,,9856.82
EST_PROF_0008,approved,2026-01-05T00:00:00Z,2026-01-23T00:00:00Z,8184.26
EST_PROF_0009,sent,2026-02-02T00:00:00Z,,2744.39
EST_PROF_0010,rejected,2026-01-27T00:00:00Z,,8457.50
EST_PROF_0011,rejected,2026-01-06T00:00:00Z,,3626.41
EST_PROF_0012,approved,2026-01-25T00:00:00Z,2026-02-09T00:00:00Z,9327.50
EST_PROF_0013,approved,2026-02-08T00:00:00Z,2026-02-09T00:00:00Z,4214.75
EST_PROF_0014,approved,2025-12-18T00:00:00Z,2025-12-30T00:00:00Z,3398.79
EST_PROF_0015,approved,2025-12-16T00:00:00Z,2026-01-01T00:00:00Z,7109.29
EST_PROF_0016,approved,2025-12-29T00:00:00Z,2026-01-13T00:00:00Z,2744.88
EST_PROF_0017,approved,2026-02-08T00:00:00Z,2026-02-09T00:00:00Z,2971.39
EST_PROF_0018,approved,2025-11-13T00:00:00Z,2025-11-21T00:00:00Z,9064.09
EST_PROF_0019,approved,2025-11-16T00:00:00Z,2025-12-12T00:00:00Z,6843.65
EST_PROF_0020,sent,2025-12-04T00:00:00Z,,4266.53
EST_PROF_0021,approved,2025-11-21T00:00:00Z,2025-12-03T00:00:00Z,8582.69
EST_PROF_0022,approved,2025-12-16T00:00:00Z,2026-01-13T00:00:00Z,8303.89
EST_PROF_0023,sent,2026-01-24T00:00:00Z,,5238.37
EST_PROF_0024,approved,2026-02-04T00:00:00Z,2026-02-09T00:00:00Z,6882.68
EST_PROF_0025,approved,2026-01-06T00:00:00Z,2026-02-02T00:00:00Z,5774.84
EST_PROF_0026,approved,2025-11-24T00:00:00Z,2025-11-30T00:00:00Z,7146.92
EST_PROF_0027,approved,2025-12-18T00:00:00Z,2026-01-12T00:00:00Z,6621.27
EST_PROF_0028,approved,2025-12-06T00:00:00Z,2025-12-15T00:00:00Z,7638.00
EST_PROF_0029,rejected,2026-01-17T00:00:00Z,,5134.63
EST_PROF_0030,approved,2026-02-07T00:00:00Z,2026-02-09T00:00:00Z,4003.42
EST_PROF_0031,approved,2025-11-17T00:00:00Z,2025-12-03T00:00:00Z,5967.26
EST_PROF_0032,approved,2025-12-26T00:00:00Z,2026-01-18T00:00:00Z,7224.96
EST_PROF_0033,approved,2026-02-03T00:00:00Z,2026-02-09T00:00:00Z,2207.45
EST_PROF_0034,approved,2026-02-01T00:00:00Z,2026-02-09T00:00:00Z,3818.20
