InvoiceID,QuoteID,Status,IssuedAt,PaidAt,Total
INV_PROF_0001,EST_PROF_0001,overdue,2026-02-09T00:00:00Z,,8926.99
INV_PROF_0002,EST_PROF_0002,paid,2026-02-09T00:00:00Z,2026-02-09T00:00:00Z,8058.82
INV_PROF_0003,EST_PROF_0003,paid,2026-01-14T00:00:00Z,2026-01-28T00:00:00Z,2951.26
INV_PROF_0004,EST_PROF_0006,paid,2026-02-09T00:00:00Z,2026-02-09T00:00:00Z,6745.28
INV_PROF_0005,EST_PROF_0008,paid,2026-01-28T00:00:00Z,2026-02-09T00:00:00Z,8436.47
INV_PROF_0006,EST_PROF_0012,paid,2026-02-09T00:00:00Z,2026-02-09T00:00:00Z,9112.09
INV_PROF_0007,EST_PROF_0013,paid,2026-02-09T00:00:00Z,2026-02-09T00:00:00Z,4180.28
INV_PROF_0008,EST_PROF_0014,paid,2026-01-03T00:00:00Z,2026-01-19T00:00:00Z,3236.39
INV_PROF_0009,EST_PROF_0015,paid,2026-01-08T00:00:00Z,2026-02-02T00:00:00Z,7464.50
INV_PROF_0010,EST_PROF_0016,paid,2026-01-17T00:00:00Z,2026-02-09T00:00:00Z,2631.87
INV_PROF_0011,EST_PROF_0017,overdue,2026-02-09T00:00:00Z,,3035.92
INV_PROF_0012,EST_PROF_0018,overdue,2025-11-27T00:00:00Z,,8915.15
INV_PROF_0013,EST_PROF_0019,paid,2025-12-18T00:00:00Z,2026-01-06T00:00:00Z,6509.34
INV_PROF_0014,EST_PROF_0021,paid,2025-12-07T00:00:00Z,2025-12-22T00:00:00Z,8651.68
INV_PROF_0015,EST_PROF_0022,overdue,2026-01-15T00:00:00Z,,8169.81
INV_PROF_0016,EST_PROF_0024,open,2026-02-09T00:00:00Z,,7207.80
INV_PROF_0017,EST_PROF_0025,overdue,2026-02-09T00:00:00Z,,5918.81
INV_PROF_0018,EST_PROF_0026,open,2025-12-08T00:00:00Z,,6940.98
INV_PROF_0019,EST_PROF_0027,open,2026-01-15T00:00:00Z,,6914.07
INV_PROF_0020,EST_PROF_0028,paid,2025-12-17T00:00:00Z,2026-01-16T00:00:00Z,7262.87
INV_PROF_0021,EST_PROF_0030,open,2026-02-09T00:00:00Z,,3797.53
INV_PROF_0022,EST_PROF_0031,paid,2025-12-13T00:00:00Z,2026-01-14T00:00:00Z,5965.50
INV_PROF_0023,EST_PROF_0032,paid,2026-01-26T00:00:00Z,2026-02-09T00:00:00Z,7435.11
INV_PROF_0024,EST_PROF_0033,paid,2026-02-09T00:00:00Z,2026-02-09T00:00:00Z,2270.20
INV_PROF_0025,EST_PROF_0034,open,2026-02-09T00:00:00Z,,3515.37
