InvoiceID,QuoteID,Status,IssuedAt,PaidAt,Total
INV_AGEN_0001,EST_AGEN_0002,paid,2025-12-03T00:00:00Z,2025-12-14T00:00:00Z,6375.14
INV_AGEN_0002,EST_AGEN_0006,open,2025-12-05T00:00:00Z,,4320.39
INV_AGEN_0003,EST_AGEN_0009,open,2025-12-13T00:00:00Z,,2984.54
INV_AGEN_0004,EST_AGEN_0012,paid,2025-12-24T00:00:00Z,2025-12-31T00:00:00Z,2332.90
INV_AGEN_0005,EST_AGEN_0015,open,2025-12-18T00:00:00Z,,4012.06
INV_AGEN_0006,EST_AGEN_0017,overdue,2026-02-09T00:00:00Z,,3676.41
INV_AGEN_0007,EST_AGEN_0018,paid,2026-01-17T00:00:00Z,2026-02-09T00:00:00Z,3082.23
INV_AGEN_0008,EST_AGEN_0020,open,2026-02-09T00:00:00Z,,4618.30
INV_AGEN_0009,EST_AGEN_0023,open,2026-01-08T00:00:00Z,,3953.06
INV_AGEN_0010,EST_AGEN_0025,paid,2026-01-28T00:00:00Z,2026-02-09T00:00:00Z,5035.62
INV_AGEN_0011,EST_AGEN_0026,paid,2026-02-03T00:00:00Z,2026-02-09T00:00:00Z,1853.19
INV_AGEN_0012,EST_AGEN_0027,paid,2026-02-09T00:00:00Z,2026-02-09T00:00:00Z,2380.41
INV_AGEN_0013,EST_AGEN_0028,overdue,2026-01-25T00:00:00Z,,2683.90
INV_AGEN_0014,EST_AGEN_0029,open,2026-02-09T00:00:00Z,,4826.35
INV_AGEN_0015,EST_AGEN_0033,paid,2026-02-09T00:00:00Z,2026-02-09T00:00:00Z,2487.45
INV_AGEN_0016,EST_AGEN_0035,paid,2026-01-14T00:00:00Z,2026-02-06T00:00:00Z,3878.93
INV_AGEN_0017,EST_AGEN_0037,paid,2026-01-17T00:00:00Z,2026-02-09T00:00:00Z,5034.95
