EstimateID,Status,CreatedAt,ApprovedAt,Total
EST_AGEN_0001,rejected,2026-02-02T00:00:00Z,,4645.20
EST_AGEN_0002,approved,2025-11-16T00:00:00Z,2025-12-01T00:00:00Z,6872.66
EST_AGEN_0003,rejected,2026-01-10T00:00:00Z,,3417.71
EST_AGEN_0004,sent,2025-12-09T00:00:00Z,,4066.30
EST_AGEN_0005,sent,2025-11-27T00:00:00Z,,6525.44
EST_AGEN_0006,approved,2025-11-20T00:00:00Z,2025-12-02T00:00:00Z,4580.22
EST_AGEN_0007,rejected,2026-01-18T00:00:00Z,,2475.13
EST_AGEN_0008,rejected,2025-12-06T00:00:00Z,,3652.78
EST_AGEN_0009,approved,2025-11-27T00:00:00Z,2025-12-09T00:00:00Z,2950.32
EST_AGEN_0010,rejected,2025-12-09T00:00:00Z,,4720.34
EST_AGEN_0011,rejected,2026-01-27T00:00:00Z,,3039.26
EST_AGEN_0012,approved,2025-12-05T00:00:00Z,2025-12-17T00:00:00Z,2264.81
EST_AGEN_0013,sent,2026-02-06T00:00:00Z,,5647.42
EST_AGEN_0014,rejected,2025-11-28T00:00:00Z,,4301.96
EST_AGEN_0015,approved,2025-11-24T00:00:00Z,2025-12-14T00:00:00Z,4110.87
EST_AGEN_0016,sent,2025-11-15T00:00:00Z,,5381.52
EST_AGEN_0017,approved,2026-01-30T00:00:00Z,2026-02-09T00:00:00Z,3934.42
EST_AGEN_0018,approved,2025-12-23T00:00:00Z,2026-01-14T00:00:00Z,3036.91
EST_AGEN_0019,rejected,2026-01-15T00:00:00Z,,6309.90
EST_AGEN_0020,approved,2026-02-01T00:00:00Z,2026-02-09T00:00:00Z,4416.46
EST_AGEN_0021,sent,2026-01-06T00:00:00Z,,4885.99
EST_AGEN_0022,rejected,2026-01-19T00:00:00Z,,5400.40
EST_AGEN_0023,approved,2025-12-18T00:00:00Z,2026-01-03T00:00:00Z,3922.75
EST_AGEN_0024,rejected,2025-12-26T00:00:00Z,,4487.48
EST_AGEN_0025,approved,2026-01-02T00:00:00Z,2026-01-23T00:00:00Z,5091.43
EST_AGEN_0026,approved,2026-01-14T00:00:00Z,2026-01-27T00:00:00Z,1995.23
EST_AGEN_0027,approved,2026-01-24T00:00:00Z,2026-02-09T00:00:00Z,2544.24
EST_AGEN_0028,approved,2025-12-30T00:00:00Z,2026-01-19T00:00:00Z,2700.94
EST_AGEN_0029,approved,2026-02-06T00:00:00Z,2026-02-09T00:00:00Z,5066.59
EST_AGEN_0030,rejected,2026-01-10T00:00:00Z,,4526.93
EST_AGEN_0031,rejected,2026-01-10T00:00:00Z,,3477.10
EST_AGEN_0032,rejected,2026-02-04T00:00:00Z,,4421.17
EST_AGEN_0033,approved,2026-01-31T00:00:00Z,2026-02-05T00:00:00Z,2476.44
EST_AGEN_0034,rejected,2026-01-23T00:00:00Z,,4490.78
EST_AGEN_0035,approved,2026-01-06T00:00:00Z,2026-01-13T00:00:00Z,3820.34
EST_AGEN_0036,rejected,2025-11-27T00:00:00Z,,2651.38
EST_AGEN_0037,approved,2025-12-25T00:00:00Z,2026-01-10T00:00:00Z,4822.90
