EstimateID,Status,CreatedAt,ApprovedAt,Total
EST_LOGI_0001,approved,2026-01-22T00:00:00Z,2026-01-24T00:00:00Z,3812.40
EST_LOGI_0002,sent,2025-12-24T00:00:00Z,,4999.18
EST_LOGI_0003,sent,2025-12-20T00:00:00Z,,4674.06
EST_LOGI_0004,approved,2025-12-30T00:00:00Z,2026-01-09T00:00:00Z,2082.10
EST_LOGI_0005,approved,2025-12-21T00:00:00Z,2025-12-27T00:00:00Z,1337.55
EST_LOGI_0006,approved,2025-12-21T00:00:00Z,2025-12-31T00:00:00Z,1690.66
EST_LOGI_0007,approved,2026-01-23T00:00:00Z,2026-02-01T00:00:00Z,2530.15
EST_LOGI_0008,approved,2025-11-29T00:00:00Z,2025-12-06T00:00:00Z,1905.47
EST_LOGI_0009,approved,2026-01-26T00:00:00Z,2026-01-29T00:00:00Z,2166.81
EST_LOGI_0010,rejected,2026-01-09T00:00:00Z,,2315.81
EST_LOGI_0011,approved,2026-02-01T00:00:00Z,2026-02-01T00:00:00Z,3090.71
EST_LOGI_0012,rejected,2025-12-18T00:00:00Z,,4581.91
EST_LOGI_0013,rejected,2025-12-10T00:00:00Z,,3984.97
EST_LOGI_0014,sent,2026-01-20T00:00:00Z,,2043.11
EST_LOGI_0015,approved,2025-12-09T00:00:00Z,2025-12-14T00:00:00Z,3234.64
EST_LOGI_0016,sent,2026-01-26T00:00:00Z,,2094.97
EST_LOGI_0017,rejected,2025-12-27T00:00:00Z,,866.84
EST_LOGI_0018,rejected,2025-11-11T00:00:00Z,,1103.46
EST_LOGI_0019,approved,2025-11-23T00:00:00Z,2025-11-30T00:00:00Z,2282.21
EST_LOGI_0020,rejected,2026-01-28T00:00:00Z,,2754.24
EST_LOGI_0021,approved,2026-01-14T00:00:00Z,2026-01-23T00:00:00Z,1304.37
EST_LOGI_0022,approved,2026-01-13T00:00:00Z,2026-01-20T00:00:00Z,4116.03
EST_LOGI_0023,approved,2025-12-11T00:00:00Z,2025-12-12T00:00:00Z,2203.93
EST_LOGI_0024,rejected,2025-12-24T00:00:00Z,,3850.51
EST_LOGI_0025,approved,2025-12-24T00:00:00Z,2026-01-03T00:00:00Z,4029.96
EST_LOGI_0026,approved,2025-12-05T00:00:00Z,2025-12-07T00:00:00Z,1460.93
EST_LOGI_0027,approved,2025-12-18T00:00:00Z,2025-12-23T00:00:00Z,840.33
EST_LOGI_0028,sent,2026-01-24T00:00:00Z,,1868.01
EST_LOGI_0029,rejected,2026-01-30T00:00:00Z,,926.05
EST_LOGI_0030,approved,2025-12-18T00:00:00Z,2025-12-25T00:00:00Z,2907.85
EST_LOGI_0031,rejected,2026-01-20T00:00:00Z,,1551.81
EST_LOGI_0032,rejected,2025-11-27T00:00:00Z,,2570.18
EST_LOGI_0033,rejected,2025-12-31T00:00:00Z,,2536.97
EST_LOGI_0034,approved,2025-11-26T00:00:00Z,2025-12-08T00:00:00Z,844.52
EST_LOGI_0035,approved,2026-01-24T00:00:00Z,2026-02-01T00:00:00Z,2173.87
EST_LOGI_0036,sent,2025-12-04T00:00:00Z,,2326.80
EST_LOGI_0037,rejected,2025-11-08T00:00:00Z,,1908.56
EST_LOGI_0038,approved,2025-11-10T00:00:00Z,2025-11-18T00:00:00Z,3570.30
EST_LOGI_0039,sent,2025-11-29T00:00:00Z,,1972.51
EST_LOGI_0040,rejected,2025-11-19T00:00:00Z,,1291.60
EST_LOGI_0041,approved,2026-01-13T00:00:00Z,2026-01-14T00:00:00Z,1787.11
EST_LOGI_0042,rejected,2026-01-29T00:00:00Z,,2951.55
EST_LOGI_0043,approved,2026-01-15T00:00:00Z,2026-01-24T00:00:00Z,817.14
EST_LOGI_0044,approved,2026-01-29T00:00:00Z,2026-02-01T00:00:00Z,1348.71
EST_LOGI_0045,rejected,2025-11-16T00:00:00Z,,3426.55
EST_LOGI_0046,approved,2026-01-26T00:00:00Z,2026-02-01T00:00:00Z,1500.59
EST_LOGI_0047,approved,2025-12-20T00:00:00Z,2025-12-28T00:00:00Z,3037.93
EST_LOGI_0048,rejected,2026-01-15T00:00:00Z,,3055.75
