JobID,QuoteID,Status,StartDate,StartTime,EndDate,EndTime,Total
JOB_LOGI_0001,EST_LOGI_0001,scheduled,2026-01-26,14:00,2026-01-26,17:00,3812.40
JOB_LOGI_0002,EST_LOGI_0004,scheduled,2026-01-13,16:00,2026-01-13,20:00,2082.10
JOB_LOGI_0003,EST_LOGI_0005,in_progress,2026-01-01,13:00,2026-01-01,17:00,1337.55
JOB_LOGI_0004,EST_LOGI_0006,scheduled,2026-01-05,11:00,2026-01-05,13:00,1690.66
JOB_LOGI_0005,EST_LOGI_0007,completed,2026-02-01,07:00,2026-02-02,10:00,2530.15
JOB_LOGI_0006,EST_LOGI_0008,scheduled,2025-12-11,12:00,2025-12-11,14:00,1905.47
JOB_LOGI_0007,EST_LOGI_0009,completed,2026-01-29,15:00,2026-01-29,17:00,2166.81
JOB_LOGI_0008,EST_LOGI_0011,completed,2026-02-01,13:00,2026-02-01,15:00,3090.71
JOB_LOGI_0009,EST_LOGI_0015,completed,2025-12-14,15:00,2025-12-14,16:00,3234.64
JOB_LOGI_0010,EST_LOGI_0019,completed,2025-12-01,08:00,2025-12-01,09:00,2282.21
JOB_LOGI_0011,EST_LOGI_0021,scheduled,2026-01-25,13:00,2026-01-25,14:00,1304.37
JOB_LOGI_0012,EST_LOGI_0022,completed,2026-01-23,09:00,2026-01-23,10:00,4116.03
JOB_LOGI_0013,EST_LOGI_0023,completed,2025-12-17,11:00,2025-12-17,14:00,2203.93
JOB_LOGI_0014,EST_LOGI_0025,in_progress,2026-01-07,08:00,2026-01-08,11:00,4029.96
JOB_LOGI_0015,EST_LOGI_0026,completed,2025-12-12,07:00,2025-12-13,09:00,1460.93
JOB_LOGI_0016,EST_LOGI_0030,completed,2025-12-26,13:00,2025-12-26,16:00,2907.85
JOB_LOGI_0017,EST_LOGI_0034,completed,2025-12-08,16:00,2025-12-08,18:00,844.52
JOB_LOGI_0018,EST_LOGI_0035,completed,2026-02-01,12:00,2026-02-01,16:00,2173.87
JOB_LOGI_0019,EST_LOGI_0038,completed,2025-11-21,15:00,2025-11-21,17:00,3570.30
JOB_LOGI_0020,EST_LOGI_0041,completed,2026-01-16,09:00,2026-01-16,13:00,1787.11
JOB_LOGI_0021,EST_LOGI_0043,in_progress,2026-01-29,13:00,2026-01-29,16:00,817.14
JOB_LOGI_0022,EST_LOGI_0044,in_progress,2026-02-01,08:00,2026-02-01,09:00,1348.71
JOB_LOGI_0023,EST_LOGI_0046,completed,2026-02-01,10:00,2026-02-02,14:00,1500.59
JOB_LOGI_0024,EST_LOGI_0047,completed,2025-12-29,07:00,2025-12-29,11:00,3037.93
