InvoiceID,QuoteID,Status,IssuedAt,PaidAt,Total
INV_LOGI_0001,EST_LOGI_0001,paid,2026-01-26T00:00:00Z,2026-02-01T00:00:00Z,3652.58
INV_LOGI_0002,EST_LOGI_0004,paid,2026-01-13T00:00:00Z,2026-02-01T00:00:00Z,1972.86
INV_LOGI_0003,EST_LOGI_0005,paid,2026-01-01T00:00:00Z,2026-01-19T00:00:00Z,1290.56
INV_LOGI_0004,EST_LOGI_0006,overdue,2026-01-05T00:00:00Z,,1760.09
INV_LOGI_0005,EST_LOGI_0007,paid,2026-02-01T00:00:00Z,2026-02-01T00:00:00Z,2680.56
INV_LOGI_0006,EST_LOGI_0008,paid,2025-12-11T00:00:00Z,2026-01-05T00:00:00Z,1933.69
INV_LOGI_0007,EST_LOGI_0009,paid,2026-01-29T00:00:00Z,2026-02-01T00:00:00Z,2024.65
INV_LOGI_0008,EST_LOGI_0011,overdue,2026-02-01T00:00:00Z,,3162.45
INV_LOGI_0009,EST_LOGI_0015,paid,2025-12-14T00:00:00Z,2026-01-04T00:00:00Z,3057.47
INV_LOGI_0010,EST_LOGI_0019,paid,2025-12-01T00:00:00Z,2025-12-25T00:00:00Z,2402.83
INV_LOGI_0011,EST_LOGI_0021,paid,2026-01-25T00:00:00Z,2026-02-01T00:00:00Z,1378.71
INV_LOGI_0012,EST_LOGI_0022,paid,2026-01-23T00:00:00Z,2026-02-01T00:00:00Z,4169.49
INV_LOGI_0013,EST_LOGI_0023,paid,2025-12-17T00:00:00Z,2025-12-29T00:00:00Z,2057.62
INV_LOGI_0014,EST_LOGI_0025,paid,2026-01-07T00:00:00Z,2026-01-14T00:00:00Z,4028.34
INV_LOGI_0015,EST_LOGI_0026,paid,2025-12-12T00:00:00Z,2025-12-23T00:00:00Z,1548.40
INV_LOGI_0016,EST_LOGI_0027,overdue,2025-12-27T00:00:00Z,,813.90
INV_LOGI_0017,EST_LOGI_0030,paid,2025-12-26T00:00:00Z,2026-01-14T00:00:00Z,2699.13
INV_LOGI_0018,EST_LOGI_0034,paid,2025-12-08T00:00:00Z,2025-12-15T00:00:00Z,803.97
INV_LOGI_0019,EST_LOGI_0035,open,2026-02-01T00:00:00Z,,2122.92
INV_LOGI_0020,EST_LOGI_0038,paid,2025-11-21T00:00:00Z,2025-11-30T00:00:00Z,3491.22
INV_LOGI_0021,EST_LOGI_0041,paid,2026-01-16T00:00:00Z,2026-01-25T00:00:00Z,1709.14
INV_LOGI_0022,EST_LOGI_0043,paid,2026-01-29T00:00:00Z,2026-02-01T00:00:00Z,858.68
INV_LOGI_0023,EST_LOGI_0044,paid,2026-02-01T00:00:00Z,2026-02-01T00:00:00Z,1385.34
INV_LOGI_0024,EST_LOGI_0046,paid,2026-02-01T00:00:00Z,2026-02-01T00:00:00Z,1395.88
INV_LOGI_0025,EST_LOGI_0047,open,2025-12-29T00:00:00Z,,3028.37
