InvoiceID,QuoteID,Status,IssuedAt,PaidAt,Total
INV_LOGI_0001,EST_LOGI_0001,overdue,2026-01-19T00:00:00Z,,4313.78
INV_LOGI_0002,EST_LOGI_0002,paid,2026-01-28T00:00:00Z,2026-02-09T00:00:00Z,3211.91
INV_LOGI_0003,EST_LOGI_0003,open,2025-11-26T00:00:00Z,,1013.82
INV_LOGI_0004,EST_LOGI_0004,paid,2026-02-09T00:00:00Z,2026-02-09T00:00:00Z,1747.11
INV_LOGI_0005,EST_LOGI_0005,paid,2026-01-12T00:00:00Z,2026-02-05T00:00:00Z,2486.91
INV_LOGI_0006,EST_LOGI_0006,paid,2026-01-02T00:00:00Z,2026-01-26T00:00:00Z,1494.77
INV_LOGI_0007,EST_LOGI_0008,paid,2025-12-09T00:00:00Z,2026-01-02T00:00:00Z,4223.78
INV_LOGI_0008,EST_LOGI_0009,paid,2026-02-09T00:00:00Z,2026-02-09T00:00:00Z,3453.90
INV_LOGI_0009,EST_LOGI_0010,paid,2026-01-10T00:00:00Z,2026-01-22T00:00:00Z,3606.94
INV_LOGI_0010,EST_LOGI_0013,paid,2026-01-07T00:00:00Z,2026-01-27T00:00:00Z,2345.57
INV_LOGI_0011,EST_LOGI_0014,paid,2025-12-03T00:00:00Z,2025-12-10T00:00:00Z,1750.52
INV_LOGI_0012,EST_LOGI_0015,open,2026-01-10T00:00:00Z,,2169.42
INV_LOGI_0013,EST_LOGI_0016,overdue,2025-12-27T00:00:00Z,,2371.61
INV_LOGI_0014,EST_LOGI_0017,paid,2026-01-06T00:00:00Z,2026-01-28T00:00:00Z,2829.04
INV_LOGI_0015,EST_LOGI_0018,paid,2025-11-26T00:00:00Z,2025-12-07T00:00:00Z,813.98
INV_LOGI_0016,EST_LOGI_0022,paid,2025-12-22T00:00:00Z,2026-01-20T00:00:00Z,2165.52
INV_LOGI_0017,EST_LOGI_0025,overdue,2025-12-24T00:00:00Z,,800.96
INV_LOGI_0018,EST_LOGI_0026,paid,2026-01-18T00:00:00Z,2026-02-02T00:00:00Z,1052.62
INV_LOGI_0019,EST_LOGI_0027,paid,2026-01-08T00:00:00Z,2026-01-24T00:00:00Z,2216.06
INV_LOGI_0020,EST_LOGI_0028,overdue,2026-01-04T00:00:00Z,,2118.05
INV_LOGI_0021,EST_LOGI_0030,overdue,2025-12-06T00:00:00Z,,3545.21
INV_LOGI_0022,EST_LOGI_0032,paid,2026-02-06T00:00:00Z,2026-02-09T00:00:00Z,1185.03
INV_LOGI_0023,EST_LOGI_0033,paid,2026-01-19T00:00:00Z,2026-02-09T00:00:00Z,2173.36
INV_LOGI_0024,EST_LOGI_0034,overdue,2025-12-02T00:00:00Z,,3142.59
INV_LOGI_0025,EST_LOGI_0035,paid,2025-12-20T00:00:00Z,2025-12-29T00:00:00Z,3004.78
INV_LOGI_0026,EST_LOGI_0036,overdue,2025-12-15T00:00:00Z,,1523.45
INV_LOGI_0027,EST_LOGI_0037,paid,2025-12-01T00:00:00Z,2025-12-14T00:00:00Z,3682.16
INV_LOGI_0028,EST_LOGI_0038,paid,2026-01-19T00:00:00Z,2026-02-09T00:00:00Z,1976.53
INV_LOGI_0029,EST_LOGI_0039,paid,2025-12-12T00:00:00Z,2026-01-06T00:00:00Z,2609.56
INV_LOGI_0030,EST_LOGI_0041,paid,2026-02-02T00:00:00Z,2026-02-09T00:00:00Z,2470.38
INV_LOGI_0031,EST_LOGI_0042,paid,2026-02-09T00:00:00Z,2026-02-09T00:00:00Z,2065.14
INV_LOGI_0032,EST_LOGI_0043,paid,2025-12-18T00:00:00Z,2025-12-26T00:00:00Z,2446.30
INV_LOGI_0033,EST_LOGI_0044,overdue,2026-01-24T00:00:00Z,,1039.02
