JobID,QuoteID,Status,StartDate,StartTime,EndDate,EndTime,Total
JOB_LOGI_0001,EST_LOGI_0001,completed,2026-01-19,15:00,2026-01-19,18:00,4364.40
JOB_LOGI_0002,EST_LOGI_0002,completed,2026-01-28,10:00,2026-01-29,13:00,3439.71
JOB_LOGI_0003,EST_LOGI_0003,completed,2025-11-26,16:00,2025-11-26,20:00,964.73
JOB_LOGI_0004,EST_LOGI_0004,completed,2026-02-09,15:00,2026-02-09,19:00,1666.97
JOB_LOGI_0005,EST_LOGI_0005,completed,2026-01-12,11:00,2026-01-12,15:00,2608.07
JOB_LOGI_0006,EST_LOGI_0006,completed,2026-01-02,16:00,2026-01-02,19:00,1483.91
JOB_LOGI_0007,EST_LOGI_0008,completed,2025-12-09,07:00,2025-12-09,10:00,4135.46
JOB_LOGI_0008,EST_LOGI_0009,completed,2026-02-09,16:00,2026-02-09,17:00,3497.71
JOB_LOGI_0009,EST_LOGI_0010,completed,2026-01-10,09:00,2026-01-10,13:00,3487.27
JOB_LOGI_0010,EST_LOGI_0014,scheduled,2025-12-03,12:00,2025-12-04,13:00,1772.58
JOB_LOGI_0011,EST_LOGI_0015,scheduled,2026-01-10,13:00,2026-01-10,14:00,2076.52
JOB_LOGI_0012,EST_LOGI_0016,completed,2025-12-27,15:00,2025-12-27,17:00,2264.68
JOB_LOGI_0013,EST_LOGI_0017,completed,2026-01-06,14:00,2026-01-06,15:00,2777.12
JOB_LOGI_0014,EST_LOGI_0018,completed,2025-11-26,13:00,2025-11-26,14:00,865.23
JOB_LOGI_0015,EST_LOGI_0022,completed,2025-12-22,12:00,2025-12-23,15:00,2139.44
JOB_LOGI_0016,EST_LOGI_0025,in_progress,2025-12-24,10:00,2025-12-24,13:00,801.71
JOB_LOGI_0017,EST_LOGI_0026,completed,2026-01-18,07:00,2026-01-18,08:00,1011.46
JOB_LOGI_0018,EST_LOGI_0027,completed,2026-01-08,16:00,2026-01-08,18:00,2178.37
JOB_LOGI_0019,EST_LOGI_0028,scheduled,2026-01-04,15:00,2026-01-04,16:00,2021.24
JOB_LOGI_0020,EST_LOGI_0030,in_progress,2025-12-06,10:00,2025-12-06,13:00,3537.71
JOB_LOGI_0021,EST_LOGI_0032,scheduled,2026-02-06,08:00,2026-02-06,12:00,1219.66
JOB_LOGI_0022,EST_LOGI_0033,completed,2026-01-19,07:00,2026-01-19,08:00,2062.28
JOB_LOGI_0023,EST_LOGI_0034,completed,2025-12-02,12:00,2025-12-02,13:00,3059.63
JOB_LOGI_0024,EST_LOGI_0035,in_progress,2025-12-20,13:00,2025-12-20,17:00,2904.56
JOB_LOGI_0025,EST_LOGI_0036,completed,2025-12-15,15:00,2025-12-16,19:00,1568.51
JOB_LOGI_0026,EST_LOGI_0037,completed,2025-12-01,15:00,2025-12-01,17:00,3585.28
JOB_LOGI_0027,EST_LOGI_0038,scheduled,2026-01-19,16:00,2026-01-19,20:00,2097.89
JOB_LOGI_0028,EST_LOGI_0039,completed,2025-12-12,10:00,2025-12-12,12:00,2669.42
JOB_LOGI_0029,EST_LOGI_0041,completed,2026-02-02,16:00,2026-02-02,18:00,2670.47
JOB_LOGI_0030,EST_LOGI_0042,completed,2026-02-09,08:00,2026-02-09,11:00,2023.63
JOB_LOGI_0031,EST_LOGI_0043,completed,2025-12-18,15:00,2025-12-18,19:00,2316.98
JOB_LOGI_0032,EST_LOGI_0044,scheduled,2026-01-24,16:00,2026-01-24,19:00,995.35
