EstimateID,Status,CreatedAt,ApprovedAt,Total
EST_LOGI_0001,approved,2026-01-14T00:00:00Z,2026-01-19T00:00:00Z,4364.40
EST_LOGI_0002,approved,2026-01-17T00:00:00Z,2026-01-23T00:00:00Z,3439.71
EST_LOGI_0003,approved,2025-11-19T00:00:00Z,2025-11-24T00:00:00Z,964.73
EST_LOGI_0004,approved,2026-02-08T00:00:00Z,2026-02-09T00:00:00Z,1666.97
EST_LOGI_0005,approved,2026-01-02T00:00:00Z,2026-01-07T00:00:00Z,2608.07
EST_LOGI_0006,approved,2025-12-20T00:00:00Z,2025-12-31T00:00:00Z,1483.91
EST_LOGI_0007,rejected,2026-01-03T00:00:00Z,,2757.03
EST_LOGI_0008,approved,2025-12-05T00:00:00Z,2025-12-09T00:00:00Z,4135.46
EST_LOGI_0009,approved,2026-02-09T00:00:00Z,2026-02-09T00:00:00Z,3497.71
EST_LOGI_0010,approved,2026-01-03T00:00:00Z,2026-01-09T00:00:00Z,3487.27
EST_LOGI_0011,rejected,2026-01-26T00:00:00Z,,1139.86
EST_LOGI_0012,rejected,2025-11-21T00:00:00Z,,1677.91
EST_LOGI_0013,approved,2026-01-05T00:00:00Z,2026-01-06T00:00:00Z,2452.67
EST_LOGI_0014,approved,2025-11-24T00:00:00Z,2025-11-29T00:00:00Z,1772.58
EST_LOGI_0015,approved,2025-12-27T00:00:00Z,2026-01-08T00:00:00Z,2076.52
EST_LOGI_0016,approved,2025-12-20T00:00:00Z,2025-12-27T00:00:00Z,2264.68
EST_LOGI_0017,approved,2026-01-03T00:00:00Z,2026-01-04T00:00:00Z,2777.12
EST_LOGI_0018,approved,2025-11-20T00:00:00Z,2025-11-22T00:00:00Z,865.23
EST_LOGI_0019,rejected,2025-12-22T00:00:00Z,,3816.79
EST_LOGI_0020,sent,2026-01-17T00:00:00Z,,2851.71
EST_LOGI_0021,sent,2025-12-03T00:00:00Z,,1667.83
EST_LOGI_0022,approved,2025-12-08T00:00:00Z,2025-12-17T00:00:00Z,2139.44
EST_LOGI_0023,sent,2026-02-06T00:00:00Z,,3777.44
EST_LOGI_0024,rejected,2026-01-09T00:00:00Z,,3692.63
EST_LOGI_0025,approved,2025-12-11T00:00:00Z,2025-12-22T00:00:00Z,801.71
EST_LOGI_0026,approved,2026-01-11T00:00:00Z,2026-01-16T00:00:00Z,1011.46
EST_LOGI_0027,approved,2025-12-27T00:00:00Z,2026-01-05T00:00:00Z,2178.37
EST_LOGI_0028,approved,2025-12-25T00:00:00Z,2025-12-31T00:00:00Z,2021.24
EST_LOGI_0029,rejected,2025-11-14T00:00:00Z,,1702.13
EST_LOGI_0030,approved,2025-11-22T00:00:00Z,2025-12-03T00:00:00Z,3537.71
EST_LOGI_0031,rejected,2025-11-18T00:00:00Z,,3337.70
EST_LOGI_0032,approved,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,1219.66
EST_LOGI_0033,approved,2026-01-05T00:00:00Z,2026-01-15T00:00:00Z,2062.28
EST_LOGI_0034,approved,2025-11-23T00:00:00Z,2025-11-28T00:00:00Z,3059.63
EST_LOGI_0035,approved,2025-12-04T00:00:00Z,2025-12-15T00:00:00Z,2904.56
EST_LOGI_0036,approved,2025-12-05T00:00:00Z,2025-12-12T00:00:00Z,1568.51
EST_LOGI_0037,approved,2025-11-22T00:00:00Z,2025-11-27T00:00:00Z,3585.28
EST_LOGI_0038,approved,2026-01-07T00:00:00Z,2026-01-16T00:00:00Z,2097.89
EST_LOGI_0039,approved,2025-11-25T00:00:00Z,2025-12-07T00:00:00Z,2669.42
EST_LOGI_0040,rejected,2026-01-26T00:00:00Z,,623.09
EST_LOGI_0041,approved,2026-01-26T00:00:00Z,2026-02-01T00:00:00Z,2670.47
EST_LOGI_0042,approved,2026-01-26T00:00:00Z,2026-02-05T00:00:00Z,2023.63
EST_LOGI_0043,approved,2025-12-15T00:00:00Z,2025-12-18T00:00:00Z,2316.98
EST_LOGI_0044,approved,2026-01-20T00:00:00Z,2026-01-24T00:00:00Z,995.35
