InvoiceID,QuoteID,Status,IssuedAt,PaidAt,Total
INV_PROF_0001,EST_PROF_0001,paid,2025-12-29T00:00:00Z,2026-01-24T00:00:00Z,8026.85
INV_PROF_0002,EST_PROF_0002,paid,2026-02-01T00:00:00Z,2026-02-01T00:00:00Z,10489.90
INV_PROF_0003,EST_PROF_0003,open,2025-11-20T00:00:00Z,,6447.91
INV_PROF_0004,EST_PROF_0004,paid,2026-01-08T00:00:00Z,2026-01-30T00:00:00Z,4174.00
INV_PROF_0005,EST_PROF_0005,paid,2025-12-22T00:00:00Z,2026-01-21T00:00:00Z,5264.87
INV_PROF_0006,EST_PROF_0006,open,2026-02-01T00:00:00Z,,6646.93
INV_PROF_0007,EST_PROF_0008,paid,2025-12-17T00:00:00Z,2026-01-01T00:00:00Z,7283.06
INV_PROF_0008,EST_PROF_0009,open,2026-02-01T00:00:00Z,,10251.72
INV_PROF_0009,EST_PROF_0014,paid,2026-01-18T00:00:00Z,2026-02-01T00:00:00Z,7856.88
INV_PROF_0010,EST_PROF_0015,paid,2025-12-24T00:00:00Z,2026-01-16T00:00:00Z,7391.06
INV_PROF_0011,EST_PROF_0016,paid,2025-12-07T00:00:00Z,2026-01-08T00:00:00Z,8435.87
INV_PROF_0012,EST_PROF_0017,paid,2026-01-11T00:00:00Z,2026-01-21T00:00:00Z,7555.34
INV_PROF_0013,EST_PROF_0018,paid,2026-02-01T00:00:00Z,2026-02-01T00:00:00Z,4784.80
INV_PROF_0014,EST_PROF_0020,paid,2026-02-01T00:00:00Z,2026-02-01T00:00:00Z,2193.05
INV_PROF_0015,EST_PROF_0021,paid,2026-02-01T00:00:00Z,2026-02-01T00:00:00Z,3625.56
INV_PROF_0016,EST_PROF_0022,open,2026-02-01T00:00:00Z,,3904.39
INV_PROF_0017,EST_PROF_0026,paid,2026-01-14T00:00:00Z,2026-01-29T00:00:00Z,3221.61
INV_PROF_0018,EST_PROF_0030,paid,2026-02-01T00:00:00Z,2026-02-01T00:00:00Z,4075.17
INV_PROF_0019,EST_PROF_0031,paid,2026-02-01T00:00:00Z,2026-02-01T00:00:00Z,7961.81
INV_PROF_0020,EST_PROF_0032,open,2026-02-01T00:00:00Z,,3012.25
INV_PROF_0021,EST_PROF_0033,paid,2026-01-03T00:00:00Z,2026-01-20T00:00:00Z,3138.72
INV_PROF_0022,EST_PROF_0034,paid,2026-01-25T00:00:00Z,2026-02-01T00:00:00Z,2791.33
INV_PROF_0023,EST_PROF_0035,paid,2025-11-26T00:00:00Z,2025-12-12T00:00:00Z,4918.52
INV_PROF_0024,EST_PROF_0037,overdue,2026-01-08T00:00:00Z,,4751.22
