EstimateID,Status,CreatedAt,ApprovedAt,Total
EST_LOGI_0001,approved,2025-11-14T00:00:00Z,2025-11-26T00:00:00Z,936.00
EST_LOGI_0002,approved,2025-11-29T00:00:00Z,2025-12-06T00:00:00Z,4210.84
EST_LOGI_0003,approved,2025-11-14T00:00:00Z,2025-11-24T00:00:00Z,3740.56
EST_LOGI_0004,rejected,2026-01-03T00:00:00Z,,3152.91
EST_LOGI_0005,rejected,2026-01-08T00:00:00Z,,3382.08
EST_LOGI_0006,rejected,2025-12-07T00:00:00Z,,4086.54
EST_LOGI_0007,rejected,2026-01-11T00:00:00Z,,3601.99
EST_LOGI_0008,approved,2025-11-17T00:00:00Z,2025-11-22T00:00:00Z,1436.78
EST_LOGI_0009,approved,2025-12-26T00:00:00Z,2026-01-02T00:00:00Z,1595.65
EST_LOGI_0010,sent,2025-11-13T00:00:00Z,,4709.79
EST_LOGI_0011,rejected,2026-01-19T00:00:00Z,,1528.01
EST_LOGI_0012,approved,2026-02-01T00:00:00Z,2026-02-03T00:00:00Z,955.00
EST_LOGI_0013,sent,2025-11-24T00:00:00Z,,3150.45
EST_LOGI_0014,rejected,2025-11-21T00:00:00Z,,2864.58
EST_LOGI_0015,approved,2025-12-12T00:00:00Z,2025-12-16T00:00:00Z,3700.16
EST_LOGI_0016,sent,2026-01-26T00:00:00Z,,3709.08
EST_LOGI_0017,rejected,2025-12-10T00:00:00Z,,2938.65
EST_LOGI_0018,approved,2025-12-10T00:00:00Z,2025-12-13T00:00:00Z,3683.85
EST_LOGI_0019,approved,2026-02-07T00:00:00Z,2026-02-09T00:00:00Z,2279.75
EST_LOGI_0020,sent,2026-02-07T00:00:00Z,,2111.60
EST_LOGI_0021,sent,2025-12-17T00:00:00Z,,3257.87
EST_LOGI_0022,approved,2025-11-27T00:00:00Z,2025-12-01T00:00:00Z,3353.74
EST_LOGI_0023,sent,2026-01-31T00:00:00Z,,2314.45
EST_LOGI_0024,sent,2025-12-25T00:00:00Z,,2731.50
EST_LOGI_0025,sent,2025-12-31T00:00:00Z,,2909.47
EST_LOGI_0026,approved,2026-01-21T00:00:00Z,2026-01-31T00:00:00Z,3614.35
EST_LOGI_0027,approved,2025-11-25T00:00:00Z,2025-12-05T00:00:00Z,3104.48
EST_LOGI_0028,approved,2025-12-10T00:00:00Z,2025-12-22T00:00:00Z,1905.57
EST_LOGI_0029,approved,2025-12-14T00:00:00Z,2025-12-15T00:00:00Z,1488.27
EST_LOGI_0030,rejected,2026-01-14T00:00:00Z,,3889.55
EST_LOGI_0031,rejected,2025-11-19T00:00:00Z,,2188.81
EST_LOGI_0032,approved,2026-01-31T00:00:00Z,2026-02-04T00:00:00Z,1510.59
EST_LOGI_0033,sent,2025-12-27T00:00:00Z,,795.79
EST_LOGI_0034,sent,2026-01-19T00:00:00Z,,2491.48
EST_LOGI_0035,approved,2025-12-13T00:00:00Z,2025-12-23T00:00:00Z,3398.50
EST_LOGI_0036,approved,2026-01-08T00:00:00Z,2026-01-17T00:00:00Z,3294.42
EST_LOGI_0037,rejected,2025-12-18T00:00:00Z,,947.79
EST_LOGI_0038,approved,2025-12-21T00:00:00Z,2025-12-22T00:00:00Z,1174.78
EST_LOGI_0039,sent,2025-11-23T00:00:00Z,,3331.21
EST_LOGI_0040,approved,2025-11-12T00:00:00Z,2025-11-22T00:00:00Z,3629.08
EST_LOGI_0041,approved,2026-01-06T00:00:00Z,2026-01-16T00:00:00Z,2486.85
EST_LOGI_0042,rejected,2025-12-22T00:00:00Z,,3274.53
EST_LOGI_0043,approved,2025-11-22T00:00:00Z,2025-11-23T00:00:00Z,1568.68
EST_LOGI_0044,approved,2025-12-14T00:00:00Z,2025-12-16T00:00:00Z,2293.30
