InvoiceID,QuoteID,Status,IssuedAt,PaidAt,Total
INV_LOGI_0001,EST_LOGI_0001,overdue,2025-11-30T00:00:00Z,,916.39
INV_LOGI_0002,EST_LOGI_0002,paid,2025-12-06T00:00:00Z,2025-12-22T00:00:00Z,3923.00
INV_LOGI_0003,EST_LOGI_0003,paid,2025-11-27T00:00:00Z,2025-12-08T00:00:00Z,3446.27
INV_LOGI_0004,EST_LOGI_0008,paid,2025-11-25T00:00:00Z,2025-12-06T00:00:00Z,1356.76
INV_LOGI_0005,EST_LOGI_0009,overdue,2026-01-07T00:00:00Z,,1592.46
INV_LOGI_0006,EST_LOGI_0012,paid,2026-02-03T00:00:00Z,2026-02-09T00:00:00Z,970.81
INV_LOGI_0007,EST_LOGI_0015,paid,2025-12-20T00:00:00Z,2026-01-16T00:00:00Z,3627.88
INV_LOGI_0008,EST_LOGI_0018,paid,2025-12-18T00:00:00Z,2025-12-29T00:00:00Z,3805.70
INV_LOGI_0009,EST_LOGI_0019,paid,2026-02-09T00:00:00Z,2026-02-09T00:00:00Z,2116.54
INV_LOGI_0010,EST_LOGI_0022,open,2025-12-01T00:00:00Z,,3480.20
INV_LOGI_0011,EST_LOGI_0026,overdue,2026-02-03T00:00:00Z,,3672.32
INV_LOGI_0012,EST_LOGI_0027,overdue,2025-12-07T00:00:00Z,,3251.47
INV_LOGI_0013,EST_LOGI_0028,paid,2025-12-26T00:00:00Z,2026-01-09T00:00:00Z,1764.56
INV_LOGI_0014,EST_LOGI_0029,paid,2025-12-15T00:00:00Z,2026-01-12T00:00:00Z,1459.26
INV_LOGI_0015,EST_LOGI_0032,paid,2026-02-09T00:00:00Z,2026-02-09T00:00:00Z,1525.62
INV_LOGI_0016,EST_LOGI_0035,paid,2025-12-23T00:00:00Z,2026-01-18T00:00:00Z,3474.72
INV_LOGI_0017,EST_LOGI_0036,overdue,2026-01-18T00:00:00Z,,3042.15
INV_LOGI_0018,EST_LOGI_0038,overdue,2025-12-27T00:00:00Z,,1154.79
INV_LOGI_0019,EST_LOGI_0040,paid,2025-11-22T00:00:00Z,2025-12-02T00:00:00Z,3815.08
INV_LOGI_0020,EST_LOGI_0041,paid,2026-01-20T00:00:00Z,2026-02-09T00:00:00Z,2456.43
INV_LOGI_0021,EST_LOGI_0043,paid,2025-11-28T00:00:00Z,2025-12-24T00:00:00Z,1609.33
INV_LOGI_0022,EST_LOGI_0044,paid,2025-12-19T00:00:00Z,2026-01-03T00:00:00Z,2285.13
