EstimateID,Status,CreatedAt,ApprovedAt,Total
EST_SAAS_0001,sent,2026-01-08T00:00:00Z,,3537.00
EST_SAAS_0002,rejected,2026-01-25T00:00:00Z,,2221.62
EST_SAAS_0003,approved,2025-11-30T00:00:00Z,2025-12-07T00:00:00Z,3254.72
EST_SAAS_0004,approved,2026-01-13T00:00:00Z,2026-01-22T00:00:00Z,3042.31
EST_SAAS_0005,approved,2026-01-30T00:00:00Z,2026-02-09T00:00:00Z,1819.30
EST_SAAS_0006,rejected,2025-12-16T00:00:00Z,,2215.27
EST_SAAS_0007,rejected,2025-11-20T00:00:00Z,,1212.71
EST_SAAS_0008,approved,2026-01-26T00:00:00Z,2026-01-29T00:00:00Z,1138.11
EST_SAAS_0009,approved,2025-11-24T00:00:00Z,2025-12-01T00:00:00Z,3615.92
EST_SAAS_0010,approved,2025-11-12T00:00:00Z,2025-11-21T00:00:00Z,2078.48
EST_SAAS_0011,approved,2026-02-02T00:00:00Z,2026-02-08T00:00:00Z,2152.50
EST_SAAS_0012,approved,2026-02-07T00:00:00Z,2026-02-09T00:00:00Z,1452.06
EST_SAAS_0013,approved,2025-11-20T00:00:00Z,2025-11-29T00:00:00Z,2810.36
EST_SAAS_0014,sent,2025-11-13T00:00:00Z,,1115.94
EST_SAAS_0015,approved,2026-02-04T00:00:00Z,2026-02-09T00:00:00Z,1119.74
EST_SAAS_0016,rejected,2025-12-19T00:00:00Z,,2881.64
EST_SAAS_0017,approved,2026-01-01T00:00:00Z,2026-01-11T00:00:00Z,1723.85
EST_SAAS_0018,approved,2026-01-09T00:00:00Z,2026-01-25T00:00:00Z,2962.46
EST_SAAS_0019,approved,2026-02-08T00:00:00Z,2026-02-09T00:00:00Z,819.73
EST_SAAS_0020,rejected,2026-01-08T00:00:00Z,,2905.04
EST_SAAS_0021,approved,2026-01-21T00:00:00Z,2026-02-04T00:00:00Z,1333.44
EST_SAAS_0022,approved,2026-01-07T00:00:00Z,2026-01-12T00:00:00Z,1948.05
EST_SAAS_0023,approved,2026-01-05T00:00:00Z,2026-01-09T00:00:00Z,1034.03
EST_SAAS_0024,approved,2025-11-24T00:00:00Z,2025-12-06T00:00:00Z,1226.16
EST_SAAS_0025,rejected,2025-11-19T00:00:00Z,,1443.98
EST_SAAS_0026,approved,2026-01-15T00:00:00Z,2026-01-26T00:00:00Z,1856.69
EST_SAAS_0027,sent,2026-01-16T00:00:00Z,,2016.16
EST_SAAS_0028,rejected,2025-11-17T00:00:00Z,,658.39
EST_SAAS_0029,rejected,2026-01-26T00:00:00Z,,1053.46
EST_SAAS_0030,approved,2026-01-29T00:00:00Z,2026-02-07T00:00:00Z,1073.38
EST_SAAS_0031,approved,2026-01-17T00:00:00Z,2026-02-04T00:00:00Z,805.78
EST_SAAS_0032,rejected,2025-11-18T00:00:00Z,,1321.58
EST_SAAS_0033,approved,2025-11-17T00:00:00Z,2025-11-22T00:00:00Z,872.00
