InvoiceID,QuoteID,Status,IssuedAt,PaidAt,Total
INV_ECOM_0001,EST_ECOM_0003,paid,2026-01-26T00:00:00Z,2026-01-28T00:00:00Z,1128.99
INV_ECOM_0002,EST_ECOM_0007,overdue,2026-01-27T00:00:00Z,,1328.43
INV_ECOM_0003,EST_ECOM_0008,paid,2025-11-25T00:00:00Z,2025-12-10T00:00:00Z,410.36
INV_ECOM_0004,EST_ECOM_0009,overdue,2025-12-20T00:00:00Z,,979.81
INV_ECOM_0005,EST_ECOM_0011,paid,2026-02-07T00:00:00Z,2026-02-09T00:00:00Z,496.94
INV_ECOM_0006,EST_ECOM_0012,overdue,2026-01-10T00:00:00Z,,846.81
INV_ECOM_0007,EST_ECOM_0013,paid,2026-02-02T00:00:00Z,2026-02-09T00:00:00Z,495.38
INV_ECOM_0008,EST_ECOM_0014,paid,2025-12-31T00:00:00Z,2026-01-04T00:00:00Z,1472.64
INV_ECOM_0009,EST_ECOM_0016,paid,2026-01-10T00:00:00Z,2026-01-16T00:00:00Z,258.81
INV_ECOM_0010,EST_ECOM_0017,paid,2025-11-30T00:00:00Z,2025-12-02T00:00:00Z,535.15
INV_ECOM_0011,EST_ECOM_0018,overdue,2025-11-25T00:00:00Z,,1332.15
INV_ECOM_0012,EST_ECOM_0020,paid,2025-12-01T00:00:00Z,2025-12-12T00:00:00Z,758.93
INV_ECOM_0013,EST_ECOM_0021,paid,2026-01-08T00:00:00Z,2026-01-24T00:00:00Z,760.39
INV_ECOM_0014,EST_ECOM_0022,overdue,2026-01-05T00:00:00Z,,1234.34
INV_ECOM_0015,EST_ECOM_0023,paid,2025-12-03T00:00:00Z,2025-12-12T00:00:00Z,161.76
INV_ECOM_0016,EST_ECOM_0024,paid,2026-02-07T00:00:00Z,2026-02-09T00:00:00Z,1275.78
INV_ECOM_0017,EST_ECOM_0026,open,2026-01-29T00:00:00Z,,1008.36
INV_ECOM_0018,EST_ECOM_0028,paid,2025-12-19T00:00:00Z,2025-12-27T00:00:00Z,514.06
INV_ECOM_0019,EST_ECOM_0029,open,2026-02-05T00:00:00Z,,294.72
INV_ECOM_0020,EST_ECOM_0034,paid,2026-01-30T00:00:00Z,2026-02-09T00:00:00Z,248.44
INV_ECOM_0021,EST_ECOM_0037,overdue,2026-01-05T00:00:00Z,,360.04
INV_ECOM_0022,EST_ECOM_0040,paid,2025-12-22T00:00:00Z,2026-01-05T00:00:00Z,386.96
INV_ECOM_0023,EST_ECOM_0042,overdue,2026-01-24T00:00:00Z,,439.06
INV_ECOM_0024,EST_ECOM_0044,paid,2025-11-26T00:00:00Z,2025-11-30T00:00:00Z,343.54
INV_ECOM_0025,EST_ECOM_0045,paid,2025-11-29T00:00:00Z,2025-12-12T00:00:00Z,140.32
INV_ECOM_0026,EST_ECOM_0047,paid,2026-01-12T00:00:00Z,2026-01-22T00:00:00Z,264.50
INV_ECOM_0027,EST_ECOM_0048,open,2026-01-01T00:00:00Z,,392.99
INV_ECOM_0028,EST_ECOM_0050,paid,2026-01-11T00:00:00Z,2026-01-18T00:00:00Z,101.65
