JobID,QuoteID,Status,StartDate,StartTime,EndDate,EndTime,Total
JOB_ECOM_0001,EST_ECOM_0003,completed,2026-01-26,12:00,2026-01-26,14:00,1184.50
JOB_ECOM_0002,EST_ECOM_0007,completed,2026-01-27,10:00,2026-01-27,11:00,1417.11
JOB_ECOM_0003,EST_ECOM_0008,completed,2025-11-25,09:00,2025-11-25,12:00,420.00
JOB_ECOM_0004,EST_ECOM_0009,completed,2025-12-20,10:00,2025-12-20,11:00,931.20
JOB_ECOM_0005,EST_ECOM_0011,scheduled,2026-02-07,12:00,2026-02-07,14:00,527.93
JOB_ECOM_0006,EST_ECOM_0012,completed,2026-01-10,11:00,2026-01-10,15:00,820.49
JOB_ECOM_0007,EST_ECOM_0014,in_progress,2025-12-31,13:00,2025-12-31,14:00,1407.60
JOB_ECOM_0008,EST_ECOM_0016,completed,2026-01-10,16:00,2026-01-10,20:00,275.14
JOB_ECOM_0009,EST_ECOM_0018,completed,2025-11-25,11:00,2025-11-25,12:00,1274.74
JOB_ECOM_0010,EST_ECOM_0020,completed,2025-12-01,12:00,2025-12-01,14:00,787.51
JOB_ECOM_0011,EST_ECOM_0021,completed,2026-01-08,11:00,2026-01-08,12:00,779.57
JOB_ECOM_0012,EST_ECOM_0022,completed,2026-01-05,14:00,2026-01-06,18:00,1281.60
JOB_ECOM_0013,EST_ECOM_0023,completed,2025-12-03,16:00,2025-12-03,17:00,158.89
JOB_ECOM_0014,EST_ECOM_0024,scheduled,2026-02-07,15:00,2026-02-07,17:00,1267.49
JOB_ECOM_0015,EST_ECOM_0026,completed,2026-01-29,15:00,2026-01-29,17:00,1012.57
JOB_ECOM_0016,EST_ECOM_0028,completed,2025-12-19,08:00,2025-12-19,11:00,485.83
JOB_ECOM_0017,EST_ECOM_0037,completed,2026-01-05,10:00,2026-01-06,13:00,366.69
JOB_ECOM_0018,EST_ECOM_0040,completed,2025-12-22,14:00,2025-12-22,18:00,413.91
JOB_ECOM_0019,EST_ECOM_0042,completed,2026-01-24,10:00,2026-01-24,14:00,453.49
JOB_ECOM_0020,EST_ECOM_0044,completed,2025-11-26,15:00,2025-11-27,19:00,348.09
JOB_ECOM_0021,EST_ECOM_0045,completed,2025-11-29,08:00,2025-11-29,11:00,135.07
JOB_ECOM_0022,EST_ECOM_0047,completed,2026-01-12,07:00,2026-01-12,08:00,284.04
JOB_ECOM_0023,EST_ECOM_0048,completed,2026-01-01,14:00,2026-01-01,17:00,386.94
JOB_ECOM_0024,EST_ECOM_0050,completed,2026-01-11,12:00,2026-01-12,14:00,102.40
