EstimateID,Status,CreatedAt,ApprovedAt,Total
EST_ECOM_0001,approved,2025-12-14T00:00:00Z,2025-12-23T00:00:00Z,1575.00
EST_ECOM_0002,approved,2026-01-11T00:00:00Z,2026-01-19T00:00:00Z,1461.94
EST_ECOM_0003,rejected,2025-12-31T00:00:00Z,,1187.44
EST_ECOM_0004,rejected,2025-12-07T00:00:00Z,,256.46
EST_ECOM_0005,approved,2026-01-27T00:00:00Z,2026-02-06T00:00:00Z,991.24
EST_ECOM_0006,approved,2026-01-11T00:00:00Z,2026-01-15T00:00:00Z,1388.57
EST_ECOM_0007,approved,2026-01-03T00:00:00Z,2026-01-06T00:00:00Z,882.51
EST_ECOM_0008,rejected,2025-11-19T00:00:00Z,,406.00
EST_ECOM_0009,rejected,2026-01-30T00:00:00Z,,1413.43
EST_ECOM_0010,approved,2025-11-14T00:00:00Z,2025-11-21T00:00:00Z,633.60
EST_ECOM_0011,approved,2025-12-29T00:00:00Z,2025-12-31T00:00:00Z,975.79
EST_ECOM_0012,rejected,2026-01-13T00:00:00Z,,441.80
EST_ECOM_0013,rejected,2026-01-05T00:00:00Z,,690.86
EST_ECOM_0014,approved,2025-12-09T00:00:00Z,2025-12-19T00:00:00Z,1298.51
EST_ECOM_0015,sent,2025-12-24T00:00:00Z,,1073.80
EST_ECOM_0016,sent,2025-12-31T00:00:00Z,,689.14
EST_ECOM_0017,rejected,2025-12-28T00:00:00Z,,289.89
EST_ECOM_0018,approved,2026-01-14T00:00:00Z,2026-01-24T00:00:00Z,874.97
EST_ECOM_0019,rejected,2025-12-31T00:00:00Z,,979.37
EST_ECOM_0020,rejected,2025-12-19T00:00:00Z,,1227.34
EST_ECOM_0021,sent,2025-12-02T00:00:00Z,,576.79
EST_ECOM_0022,rejected,2025-12-29T00:00:00Z,,1293.60
EST_ECOM_0023,sent,2026-01-10T00:00:00Z,,226.47
EST_ECOM_0024,approved,2026-01-21T00:00:00Z,2026-01-22T00:00:00Z,1010.94
EST_ECOM_0025,sent,2025-11-22T00:00:00Z,,1076.14
EST_ECOM_0026,approved,2026-01-22T00:00:00Z,2026-01-28T00:00:00Z,666.29
EST_ECOM_0027,rejected,2025-11-16T00:00:00Z,,362.27
EST_ECOM_0028,sent,2025-12-09T00:00:00Z,,699.77
EST_ECOM_0029,approved,2025-12-19T00:00:00Z,2025-12-24T00:00:00Z,614.90
EST_ECOM_0030,approved,2026-01-24T00:00:00Z,2026-01-26T00:00:00Z,440.80
EST_ECOM_0031,rejected,2025-11-13T00:00:00Z,,843.21
EST_ECOM_0032,approved,2026-01-17T00:00:00Z,2026-01-20T00:00:00Z,175.49
EST_ECOM_0033,rejected,2025-12-25T00:00:00Z,,967.77
EST_ECOM_0034,approved,2025-12-26T00:00:00Z,2026-01-01T00:00:00Z,893.83
EST_ECOM_0035,approved,2025-12-01T00:00:00Z,2025-12-04T00:00:00Z,1043.70
EST_ECOM_0036,sent,2025-11-28T00:00:00Z,,171.00
EST_ECOM_0037,rejected,2026-01-12T00:00:00Z,,545.10
EST_ECOM_0038,approved,2025-12-30T00:00:00Z,2026-01-01T00:00:00Z,516.80
EST_ECOM_0039,approved,2025-12-09T00:00:00Z,2025-12-14T00:00:00Z,369.46
EST_ECOM_0040,rejected,2025-11-16T00:00:00Z,,305.49
EST_ECOM_0041,approved,2025-12-14T00:00:00Z,2025-12-19T00:00:00Z,614.71
EST_ECOM_0042,approved,2025-11-22T00:00:00Z,2025-12-01T00:00:00Z,831.09
EST_ECOM_0043,rejected,2025-12-25T00:00:00Z,,752.40
EST_ECOM_0044,approved,2026-01-08T00:00:00Z,2026-01-16T00:00:00Z,889.26
EST_ECOM_0045,rejected,2025-12-23T00:00:00Z,,450.53
EST_ECOM_0046,approved,2025-11-24T00:00:00Z,2025-12-01T00:00:00Z,788.57
EST_ECOM_0047,rejected,2025-11-26T00:00:00Z,,477.90
EST_ECOM_0048,approved,2026-01-20T00:00:00Z,2026-01-23T00:00:00Z,294.14
EST_ECOM_0049,rejected,2026-01-27T00:00:00Z,,724.71
EST_ECOM_0050,rejected,2025-11-28T00:00:00Z,,135.20
