InvoiceID,QuoteID,Status,IssuedAt,PaidAt,Total
INV_ECOM_0001,EST_ECOM_0001,paid,2025-12-24T00:00:00Z,2025-12-29T00:00:00Z,1495.62
INV_ECOM_0002,EST_ECOM_0002,paid,2026-01-22T00:00:00Z,2026-02-01T00:00:00Z,1375.26
INV_ECOM_0003,EST_ECOM_0005,paid,2026-02-07T00:00:00Z,2026-02-09T00:00:00Z,936.55
INV_ECOM_0004,EST_ECOM_0006,open,2026-01-17T00:00:00Z,,1466.53
INV_ECOM_0005,EST_ECOM_0007,paid,2026-01-09T00:00:00Z,2026-01-19T00:00:00Z,876.68
INV_ECOM_0006,EST_ECOM_0010,paid,2025-11-23T00:00:00Z,2025-12-06T00:00:00Z,613.56
INV_ECOM_0007,EST_ECOM_0011,overdue,2026-01-02T00:00:00Z,,960.12
INV_ECOM_0008,EST_ECOM_0014,open,2025-12-21T00:00:00Z,,1269.83
INV_ECOM_0009,EST_ECOM_0018,paid,2026-01-27T00:00:00Z,2026-02-09T00:00:00Z,823.50
INV_ECOM_0010,EST_ECOM_0024,paid,2026-01-24T00:00:00Z,2026-02-03T00:00:00Z,1069.39
INV_ECOM_0011,EST_ECOM_0026,paid,2026-01-30T00:00:00Z,2026-02-09T00:00:00Z,639.21
INV_ECOM_0012,EST_ECOM_0029,paid,2025-12-24T00:00:00Z,2026-01-01T00:00:00Z,579.84
INV_ECOM_0013,EST_ECOM_0030,paid,2026-01-28T00:00:00Z,2026-02-01T00:00:00Z,406.79
INV_ECOM_0014,EST_ECOM_0032,overdue,2026-01-20T00:00:00Z,,178.87
INV_ECOM_0015,EST_ECOM_0034,paid,2026-01-04T00:00:00Z,2026-01-16T00:00:00Z,891.92
INV_ECOM_0016,EST_ECOM_0035,overdue,2025-12-06T00:00:00Z,,981.04
INV_ECOM_0017,EST_ECOM_0038,overdue,2026-01-03T00:00:00Z,,513.60
INV_ECOM_0018,EST_ECOM_0039,overdue,2025-12-15T00:00:00Z,,361.19
INV_ECOM_0019,EST_ECOM_0041,paid,2025-12-21T00:00:00Z,2025-12-31T00:00:00Z,596.72
INV_ECOM_0020,EST_ECOM_0042,paid,2025-12-04T00:00:00Z,2025-12-20T00:00:00Z,840.88
INV_ECOM_0021,EST_ECOM_0044,paid,2026-01-17T00:00:00Z,2026-01-18T00:00:00Z,925.48
INV_ECOM_0022,EST_ECOM_0046,paid,2025-12-01T00:00:00Z,2025-12-15T00:00:00Z,779.64
INV_ECOM_0023,EST_ECOM_0048,open,2026-01-23T00:00:00Z,,306.73
