JobID,QuoteID,Status,StartDate,StartTime,EndDate,EndTime,Total
JOB_ECOM_0001,EST_ECOM_0001,completed,2025-12-24,07:00,2025-12-24,09:00,1575.00
JOB_ECOM_0002,EST_ECOM_0002,completed,2026-01-22,11:00,2026-01-22,14:00,1461.94
JOB_ECOM_0003,EST_ECOM_0005,completed,2026-02-07,09:00,2026-02-07,13:00,991.24
JOB_ECOM_0004,EST_ECOM_0006,completed,2026-01-17,10:00,2026-01-17,11:00,1388.57
JOB_ECOM_0005,EST_ECOM_0007,completed,2026-01-09,12:00,2026-01-09,13:00,882.51
JOB_ECOM_0006,EST_ECOM_0010,completed,2025-11-23,12:00,2025-11-23,14:00,633.60
JOB_ECOM_0007,EST_ECOM_0011,completed,2026-01-02,08:00,2026-01-02,12:00,975.79
JOB_ECOM_0008,EST_ECOM_0014,completed,2025-12-21,11:00,2025-12-22,14:00,1298.51
JOB_ECOM_0009,EST_ECOM_0024,completed,2026-01-24,08:00,2026-01-24,12:00,1010.94
JOB_ECOM_0010,EST_ECOM_0026,in_progress,2026-01-30,14:00,2026-01-30,17:00,666.29
JOB_ECOM_0011,EST_ECOM_0029,completed,2025-12-24,11:00,2025-12-24,15:00,614.90
JOB_ECOM_0012,EST_ECOM_0032,completed,2026-01-20,10:00,2026-01-20,11:00,175.49
JOB_ECOM_0013,EST_ECOM_0034,completed,2026-01-04,16:00,2026-01-04,20:00,893.83
JOB_ECOM_0014,EST_ECOM_0035,scheduled,2025-12-06,08:00,2025-12-06,09:00,1043.70
JOB_ECOM_0015,EST_ECOM_0038,completed,2026-01-03,15:00,2026-01-03,16:00,516.80
JOB_ECOM_0016,EST_ECOM_0039,completed,2025-12-15,15:00,2025-12-15,19:00,369.46
JOB_ECOM_0017,EST_ECOM_0041,in_progress,2025-12-21,12:00,2025-12-21,14:00,614.71
JOB_ECOM_0018,EST_ECOM_0042,scheduled,2025-12-04,15:00,2025-12-04,19:00,831.09
JOB_ECOM_0019,EST_ECOM_0044,scheduled,2026-01-17,11:00,2026-01-17,14:00,889.26
JOB_ECOM_0020,EST_ECOM_0046,completed,2025-12-01,08:00,2025-12-01,11:00,788.57
JOB_ECOM_0021,EST_ECOM_0048,in_progress,2026-01-23,13:00,2026-01-23,16:00,294.14
